Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC19386,4.25x6 Product E Kolkata,PA646,4,8.4,CHweb,Elizabeth,Morgan,Elizabeth.Morgan@example.com,Kolkata,2024-04-29
TC19387,6x11 Product D Lahore,PA1906,5,15.5,CHweb,Williams,Mann,Williams.Mann@example.com,Lahore,2024-04-29
TC19388,6x11 Product C Wuhan,PA1817,1,3.1,CHmobile app,Cecelia,Moland,Cecelia.Moland@example.com,Wuhan,2024-04-29
TC19389,4.25x6 Product E Surat,PA650,5,16.5,CHmobile app,Scott,Wheeler,Scott.Wheeler@example.com,Surat,2024-04-29
TC19390,6x11 Product D Mumbai,PA1896,3,13.200000000000001,CHmobile app,Donald,Kennedy,Donald.Kennedy@example.com,Mumbai,2024-04-29
TC19391,5.5x8.5 Product A Wuhan,PA1025,6,21.0,CHmobile app,Charles,Calloway,Charles.Calloway@example.com,Wuhan,2024-04-29
TC19392,6x9 Product C Chengdu,PA1486,5,12.0,CHweb,Ralph,Gutirrez,Ralph.Gutirrez@example.com,Chengdu,2024-04-29
TC19393,6x11 Product A Karachi,PA1707,6,17.4,CHmobile app,Bernard,Trappey,Bernard.Trappey@example.com,Karachi,2024-04-29
TC19394,4.25x6 Product C Kobe,PA468,2,5.4,CHmobile app,Lee,Ward,Lee.Ward@example.com,Kobe,2024-04-29
TC19395,4.25x6 Product D Shanghai,PA559,1,2.5,CHweb,Brandi,Johnson,Brandi.Johnson@example.com,Shanghai,2024-04-29
TC19396,4x6 Product C Osaka,PA134,5,17.0,CHmobile app,Jacquelin,Mcelveen,Jacquelin.Mcelveen@example.com,Osaka,2024-04-29
TC19397,5.5x8.5 Product A Islamabad,PA1049,6,24.0,CHweb,Barbara,Luhnow,Barbara.Luhnow@example.com,Islamabad,2024-04-29
TC19398,6x9 Product D Dalian,PA1547,6,22.799999999999997,CHweb,Mary,Vargas,Mary.Vargas@example.com,Dalian,2024-04-29
TC19399,6x9 Product C Naha,PA1468,1,3.9,CHweb,Shirley,Gower,Shirley.Gower@example.com,Naha,2024-04-29
TC19400,6x9 Product B Islamabad,PA1445,2,3.8,CHweb,Karen,Delamora,Karen.Delamora@example.com,Islamabad,2024-04-29
TC19401,5.5x8.5 Product C Busan,PA1148,5,18.5,CHweb,Maxwell,Alford,Maxwell.Alford@example.com,Busan,2024-04-29
TC19402,6x9 Product E Wuhan,PA1619,2,8.6,CHmobile app,Sherman,Lacombe,Sherman.Lacombe@example.com,Wuhan,2024-04-29
TC19403,4x6 Product E Kawasaki,PA277,3,12.600000000000001,CHmobile app,Patrick,Svendsen,Patrick.Svendsen@example.com,Kawasaki,2024-04-29
TC19404,6x11 Product D Daegu,PA1876,4,10.4,CHweb,Leighann,Mcrae,Leighann.Mcrae@example.com,Daegu,2024-04-29
TC19405,6x11 Product C Sagamihara,PA1796,2,8.6,CHmobile app,Paul,Farias,Paul.Farias@example.com,Sagamihara,2024-04-29
TC19406,5x7 Product A Karachi,PA717,1,4.0,CHmobile app,John,Lee,John.Lee@example.com,Karachi,2024-04-29
TC19407,5.5x8.5 Product B Phnom Penh,PA1120,3,9.0,CHmobile app,Noe,Moland,Noe.Moland@example.com,Phnom Penh,2024-04-29
TC19408,6x9 Product B Brisbane,PA1404,5,10.5,CHweb,Kathleen,Winslow,Kathleen.Winslow@example.com,Brisbane,2024-04-29
TC19409,5x7 Product A Seoul,PA685,5,8.0,CHmobile app,Debra,Vargas,Debra.Vargas@example.com,Seoul,2024-04-29
TC19410,5.5x8.5 Product C Kawasaki,PA1135,5,17.5,CHmobile app,Dawn,Wilder,Dawn.Wilder@example.com,Kawasaki,2024-04-29
TC19411,5.5x8.5 Product A Guangzhou,PA1023,1,3.7,CHin-store,Leia,Maltba,Leia.Maltba@example.com,Guangzhou,2024-04-29
TC19412,6x9 Product A Canberra,PA1339,1,1.9,CHweb,Arnold,Olson,Arnold.Olson@example.com,Canberra,2024-04-29
TC19413,6x9 Product A Daegu,PA1348,3,12.299999999999999,CHmobile app,Richard,Alnutt,Richard.Alnutt@example.com,Daegu,2024-04-29
TC19414,5.5x8.5 Product E Hanoi,PA1299,1,4.2,CHin-store,Ernest,Morley,Ernest.Morley@example.com,Hanoi,2024-04-29
TC19415,5x7 Product E Hiroshima,PA933,4,7.2,CHin-store,Mark,Mack,Mark.Mack@example.com,Hiroshima,2024-04-29
TC19416,4.25x6 Product E Islamabad,PA653,3,10.8,CHmobile app,Gerald,Hossain,Gerald.Hossain@example.com,Islamabad,2024-04-29
TC19417,4.25x6 Product C Hiroshima,PA471,1,2.4,CHmobile app,Barbara,Griffin,Barbara.Griffin@example.com,Hiroshima,2024-04-29
TC19418,4x6 Product B Perth,PA89,3,7.5,CHmobile app,Guadalupe,Kahn,Guadalupe.Kahn@example.com,Perth,2024-04-29
TC19419,5x7 Product A Yangon,PA721,2,6.0,CHweb,Luanne,Taylor,Luanne.Taylor@example.com,Yangon,2024-04-29
TC19420,4.25x6 Product A Chongqing,PA366,2,8.6,CHweb,Raven,Moody,Raven.Moody@example.com,Chongqing,2024-04-29
TC19421,6x11 Product B Dhaka,PA1776,2,5.2,CHweb,Grady,Cummings,Grady.Cummings@example.com,Dhaka,2024-04-29
TC19422,5x7 Product C Chennai,PA845,3,5.1,CHweb,Carolyn,Sams,Carolyn.Sams@example.com,Chennai,2024-04-29
TC19423,4x6 Product D Phnom Penh,PA262,5,10.5,CHweb,Dean,Steelman,Dean.Steelman@example.com,Phnom Penh,2024-04-29
TC19424,4x6 Product C Canberra,PA151,1,2.5,CHmobile app,Robert,Dawson,Robert.Dawson@example.com,Canberra,2024-04-29
TC19425,4x6 Product D Taipei,PA237,1,4.3,CHweb,Kathleen,Jackson,Kathleen.Jackson@example.com,Taipei,2024-04-29
TC19426,5x7 Product C Busan,PA818,1,2.3,CHin-store,Jerri,Reed,Jerri.Reed@example.com,Busan,2024-04-29
TC19427,4x6 Product B Lahore,PA124,3,12.899999999999999,CHweb,Rachel,Waldrop,Rachel.Waldrop@example.com,Lahore,2024-04-29
TC19428,6x11 Product A Tianjin,PA1687,6,23.4,CHmobile app,Scott,Sauceda,Scott.Sauceda@example.com,Tianjin,2024-04-29
TC19429,4x6 Product D Kolkata,PA250,5,9.0,CHmobile app,Bradly,Killian,Bradly.Killian@example.com,Kolkata,2024-04-29
TC19430,5x7 Product E Jakarta,PA966,1,2.2,CHmobile app,William,Richardson,William.Richardson@example.com,Jakarta,2024-04-29
TC19431,6x11 Product D Sydney,PA1872,1,3.6,CHmobile app,Rosemary,Corbitt,Rosemary.Corbitt@example.com,Sydney,2024-04-29
TC19432,4x6 Product E Kobe,PA270,5,19.0,CHmobile app,Cynthia,Gott,Cynthia.Gott@example.com,Kobe,2024-04-29
TC19433,4.25x6 Product A Singapore,PA377,3,13.200000000000001,CHmobile app,Megan,Hung,Megan.Hung@example.com,Singapore,2024-04-29
TC19434,5x7 Product E Taipei,PA963,6,23.4,CHweb,Leticia,Mchugh,Leticia.Mchugh@example.com,Taipei,2024-04-29
TC19435,4x6 Product A Nagoya,PA3,5,11.5,CHin-store,Ronald,Keehn,Ronald.Keehn@example.com,Nagoya,2024-04-29
TC19436,4.25x6 Product D Sydney,PA552,1,1.8,CHmobile app,Robert,Laforest,Robert.Laforest@example.com,Sydney,2024-04-29
TC19437,5.5x8.5 Product B Taipei,PA1095,3,10.2,CHin-store,Jeffrey,Slagle,Jeffrey.Slagle@example.com,Taipei,2024-04-29
