Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC25227,4x6 Product E Hyderabad,PA315,1,3.0,CHin-store,Audrey,Harding,Audrey.Harding@example.com,Hyderabad,2024-05-17
TC25228,5.5x8.5 Product A Ahmedabad,PA1044,4,13.6,CHmobile app,Richard,Herrin,Richard.Herrin@example.com,Ahmedabad,2024-05-17
TC25229,6x9 Product D Naha,PA1534,3,6.0,CHweb,Marie,Chase,Marie.Chase@example.com,Naha,2024-05-17
TC25230,4.25x6 Product C Manila,PA506,1,3.3,CHmobile app,Kathy,Stolte,Kathy.Stolte@example.com,Manila,2024-05-17
TC25231,5x7 Product E Hong Kong,PA962,2,6.6,CHin-store,Flossie,Porter,Flossie.Porter@example.com,Hong Kong,2024-05-17
TC25232,4.25x6 Product E Tianjin,PA631,6,12.600000000000001,CHmobile app,Christine,Nabb,Christine.Nabb@example.com,Tianjin,2024-05-17
TC25233,5x7 Product B Okayama,PA741,3,9.899999999999999,CHmobile app,Wesley,Ramos,Wesley.Ramos@example.com,Okayama,2024-05-17
TC25234,6x9 Product A Manila,PA1364,2,7.8,CHweb,William,Nguyen,William.Nguyen@example.com,Manila,2024-05-17
TC25235,4.25x6 Product B Bangalore,PA446,3,13.200000000000001,CHweb,Julio,Horky,Julio.Horky@example.com,Bangalore,2024-05-17
TC25236,6x9 Product D Tianjin,PA1555,5,7.5,CHmobile app,Frances,Landfried,Frances.Landfried@example.com,Tianjin,2024-05-17
TC25237,4.25x6 Product B Beijing,PA426,4,12.8,CHmobile app,Eli,Trumbo,Eli.Trumbo@example.com,Beijing,2024-05-17
TC25238,4.25x6 Product A Hiroshima,PA339,1,1.8,CHweb,Andrea,Riney,Andrea.Riney@example.com,Hiroshima,2024-05-17
TC25239,4.25x6 Product B Shanghai,PA427,4,11.2,CHmobile app,Lucille,Byrne,Lucille.Byrne@example.com,Shanghai,2024-05-17
TC25240,4.25x6 Product E Hong Kong,PA632,1,4.2,CHweb,Steven,Markley,Steven.Markley@example.com,Hong Kong,2024-05-17
TC25241,5x7 Product A Yangon,PA721,4,12.0,CHmobile app,Ashley,Thong,Ashley.Thong@example.com,Yangon,2024-05-17
TC25242,6x11 Product E Kuala Lumpur,PA1957,3,6.8999999999999995,CHmobile app,Norene,Hunt,Norene.Hunt@example.com,Kuala Lumpur,2024-05-17
TC25243,5x7 Product D Hiroshima,PA867,4,16.0,CHweb,David,Rico,David.Rico@example.com,Hiroshima,2024-05-17
TC25244,5.5x8.5 Product E Okayama,PA1269,4,14.8,CHmobile app,Garry,Boyd,Garry.Boyd@example.com,Okayama,2024-05-17
TC25245,6x11 Product D Canberra,PA1867,4,12.0,CHweb,Lisa,Smith,Lisa.Smith@example.com,Canberra,2024-05-17
TC25246,5x7 Product E Kuala Lumpur,PA967,5,20.0,CHmobile app,Gracie,Harrington,Gracie.Harrington@example.com,Kuala Lumpur,2024-05-17
TC25247,6x9 Product A Wuhan,PA1355,4,16.0,CHweb,Lisa,Gill,Lisa.Gill@example.com,Wuhan,2024-05-17
TC25248,4x6 Product D Seoul,PA223,4,13.2,CHmobile app,Brittny,Tamayo,Brittny.Tamayo@example.com,Seoul,2024-05-17
TC25249,6x9 Product D Bangkok,PA1559,3,6.8999999999999995,CHmobile app,Corinne,Dueber,Corinne.Dueber@example.com,Bangkok,2024-05-17
TC25250,5x7 Product C Hong Kong,PA830,6,25.799999999999997,CHmobile app,David,Vent,David.Vent@example.com,Hong Kong,2024-05-17
TC25251,6x11 Product C Darwin,PA1802,3,7.5,CHin-store,Nicole,Barclay,Nicole.Barclay@example.com,Darwin,2024-05-17
TC25252,6x11 Product B Kyoto,PA1723,6,13.799999999999999,CHweb,Gregory,Anderson,Gregory.Anderson@example.com,Kyoto,2024-05-17
