Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC17109,6x11 Product D Osaka,PA1850,2,7.8,CHmobile app,Walter,Padel,Walter.Padel@example.com,Osaka,2024-04-22
TC17110,4.25x6 Product E Islamabad,PA653,3,10.8,CHin-store,Hui,Wallace,Hui.Wallace@example.com,Islamabad,2024-04-22
TC17111,4x6 Product A Incheon,PA27,2,3.4,CHmobile app,Henry,Jones,Henry.Jones@example.com,Incheon,2024-04-22
TC17112,6x9 Product E Vientiane,PA1649,4,15.2,CHmobile app,Ramiro,Murray,Ramiro.Murray@example.com,Vientiane,2024-04-22
TC17113,5.5x8.5 Product B Sendai,PA1064,6,24.0,CHweb,Barbara,Bohannon,Barbara.Bohannon@example.com,Sendai,2024-04-22
TC17114,6x9 Product E Kuala Lumpur,PA1627,5,7.5,CHmobile app,Clifford,Stevens,Clifford.Stevens@example.com,Kuala Lumpur,2024-04-22
TC17115,5.5x8.5 Product B Okayama,PA1071,3,12.299999999999999,CHweb,Joyce,Davis,Joyce.Davis@example.com,Okayama,2024-04-22
TC17116,6x9 Product B Mumbai,PA1434,5,20.5,CHmobile app,Thomas,Nabb,Thomas.Nabb@example.com,Mumbai,2024-04-22
TC17117,4.25x6 Product B Sydney,PA420,2,7.6,CHmobile app,Elaine,Reed,Elaine.Reed@example.com,Sydney,2024-04-22
TC17118,5.5x8.5 Product D Delhi,PA1237,3,5.1,CHin-store,Marisela,Borner,Marisela.Borner@example.com,Delhi,2024-04-22
TC17119,5.5x8.5 Product A Brisbane,PA1008,1,2.9,CHweb,Don,Askew,Don.Askew@example.com,Brisbane,2024-04-22
TC17120,4.25x6 Product E Kuala Lumpur,PA637,6,13.200000000000001,CHin-store,Brian,Wright,Brian.Wright@example.com,Kuala Lumpur,2024-04-22
TC17121,5x7 Product E Sapporo,PA928,3,9.600000000000001,CHmobile app,Stephanie,Ericson,Stephanie.Ericson@example.com,Sapporo,2024-04-22
TC17122,5x7 Product B Chiba,PA737,6,15.0,CHmobile app,Tiffany,Nguyen,Tiffany.Nguyen@example.com,Chiba,2024-04-22
TC17123,6x9 Product D Sydney,PA1542,5,7.5,CHmobile app,Greg,Sanchez,Greg.Sanchez@example.com,Sydney,2024-04-22
TC17124,4x6 Product C Hyderabad,PA183,2,5.0,CHmobile app,Fred,Bradshaw,Fred.Bradshaw@example.com,Hyderabad,2024-04-22
TC17125,6x9 Product E Kyoto,PA1591,3,9.899999999999999,CHin-store,Alice,Semple,Alice.Semple@example.com,Kyoto,2024-04-22
TC17126,6x9 Product C Hyderabad,PA1503,5,13.0,CHweb,Jessica,Noyes,Jessica.Noyes@example.com,Hyderabad,2024-04-22
TC17127,6x9 Product B Saitama,PA1396,3,12.0,CHin-store,Jon,Cole,Jon.Cole@example.com,Saitama,2024-04-22
TC17128,4.25x6 Product D Darwin,PA548,2,5.0,CHweb,Stanley,Knight,Stanley.Knight@example.com,Darwin,2024-04-22
TC17129,4x6 Product D Saitama,PA208,3,13.200000000000001,CHweb,John,Aigner,John.Aigner@example.com,Saitama,2024-04-22
TC17130,6x11 Product D Delhi,PA1897,5,9.0,CHmobile app,John,Garland,John.Garland@example.com,Delhi,2024-04-22
TC17131,4.25x6 Product C Kitakyushu,PA474,6,9.0,CHweb,Antonio,Duke,Antonio.Duke@example.com,Kitakyushu,2024-04-22
TC17132,5.5x8.5 Product C Naha,PA1138,1,3.7,CHweb,James,Haire,James.Haire@example.com,Naha,2024-04-22
TC17133,4.25x6 Product D Wuhan,PA563,2,5.0,CHin-store,Irene,Barrett,Irene.Barrett@example.com,Wuhan,2024-04-22
TC17134,6x11 Product B Ahmedabad,PA1770,3,11.100000000000001,CHweb,Kathy,Huston,Kathy.Huston@example.com,Ahmedabad,2024-04-22
TC17135,6x11 Product C Chongqing,PA1818,2,6.2,CHin-store,Leila,Morin,Leila.Morin@example.com,Chongqing,2024-04-22
TC17136,6x9 Product B Kyoto,PA1393,1,2.6,CHweb,Elissa,Hansen,Elissa.Hansen@example.com,Kyoto,2024-04-22
TC17137,6x9 Product D Karachi,PA1575,1,3.6,CHmobile app,Bradley,Lawrence,Bradley.Lawrence@example.com,Karachi,2024-04-22
TC17138,5.5x8.5 Product C Chongqing,PA1158,2,4.4,CHweb,Todd,Rodrequez,Todd.Rodrequez@example.com,Chongqing,2024-04-22
TC17139,4x6 Product A Mumbai,PA48,3,8.399999999999999,CHmobile app,Daniel,Cotto,Daniel.Cotto@example.com,Mumbai,2024-04-22
TC17140,5.5x8.5 Product A Singapore,PA1037,4,14.4,CHin-store,Laura,Habbyshaw,Laura.Habbyshaw@example.com,Singapore,2024-04-22
TC17141,5x7 Product A Manila,PA704,6,22.200000000000003,CHmobile app,William,Wilson,William.Wilson@example.com,Manila,2024-04-22
TC17142,6x9 Product C Sapporo,PA1456,4,16.8,CHmobile app,Kizzie,Moore,Kizzie.Moore@example.com,Sapporo,2024-04-22
TC17143,5x7 Product C Wuhan,PA827,4,6.0,CHweb,Joseph,Halford,Joseph.Halford@example.com,Wuhan,2024-04-22
TC17144,4x6 Product D Kobe,PA204,1,3.3,CHweb,Robert,Crowell,Robert.Crowell@example.com,Kobe,2024-04-22
TC17145,5x7 Product C Saitama,PA802,5,21.0,CHweb,Mary,Childs,Mary.Childs@example.com,Saitama,2024-04-22
TC17146,5x7 Product A Beijing,PA690,5,18.5,CHin-store,Henry,Romaine,Henry.Romaine@example.com,Beijing,2024-04-22
TC17147,6x11 Product B Taipei,PA1755,6,19.799999999999997,CHmobile app,Terri,Bell,Terri.Bell@example.com,Taipei,2024-04-22
TC17148,6x9 Product E Hobart,PA1605,4,12.4,CHin-store,Cicely,Reynolds,Cicely.Reynolds@example.com,Hobart,2024-04-22
TC17149,4.25x6 Product B Melbourne,PA418,6,12.600000000000001,CHweb,Katherine,Murphy,Katherine.Murphy@example.com,Melbourne,2024-04-22
TC17150,6x11 Product E Sydney,PA1938,3,6.6000000000000005,CHmobile app,Jean,Fletcher,Jean.Fletcher@example.com,Sydney,2024-04-22
TC17151,5x7 Product C Dhaka,PA852,6,26.400000000000002,CHweb,Raymond,Sheriff,Raymond.Sheriff@example.com,Dhaka,2024-04-22
TC17152,5.5x8.5 Product A Phnom Penh,PA1054,4,12.8,CHmobile app,Rhonda,Coble,Rhonda.Coble@example.com,Phnom Penh,2024-04-22
TC17153,6x9 Product B Okayama,PA1401,1,3.1,CHweb,Sue,Lee,Sue.Lee@example.com,Okayama,2024-04-22
TC17154,5x7 Product C Hyderabad,PA843,1,3.8,CHmobile app,Richard,Berg,Richard.Berg@example.com,Hyderabad,2024-04-22
TC17155,6x11 Product D Kitakyushu,PA1860,4,7.6,CHmobile app,Flossie,Miller,Flossie.Miller@example.com,Kitakyushu,2024-04-22
TC17156,4.25x6 Product B Incheon,PA423,6,18.0,CHweb,Phillip,Brennan,Phillip.Brennan@example.com,Incheon,2024-04-22
TC17157,4x6 Product E Jakarta,PA306,4,10.8,CHmobile app,Stephen,Ford,Stephen.Ford@example.com,Jakarta,2024-04-22
TC17158,5x7 Product B Ahmedabad,PA780,6,12.0,CHmobile app,Rocco,Erickson,Rocco.Erickson@example.com,Ahmedabad,2024-04-22
TC17159,5.5x8.5 Product B Kaohsiung,PA1096,5,19.0,CHin-store,Gerald,Baca,Gerald.Baca@example.com,Kaohsiung,2024-04-22
TC17160,6x9 Product C Canberra,PA1471,4,8.0,CHin-store,Howard,Junes,Howard.Junes@example.com,Canberra,2024-04-22
TC17161,4x6 Product D Okayama,PA213,4,16.0,CHin-store,Jonathan,Morgan,Jonathan.Morgan@example.com,Okayama,2024-04-22
TC17162,5.5x8.5 Product D Delhi,PA1237,4,6.8,CHweb,Marilyn,Mcelveen,Marilyn.Mcelveen@example.com,Delhi,2024-04-22
TC17163,6x11 Product A Kawasaki,PA1663,5,17.5,CHmobile app,Elaine,Hebrank,Elaine.Hebrank@example.com,Kawasaki,2024-04-22
TC17164,4x6 Product A Vientiane,PA65,5,18.0,CHin-store,Beth,Gauldin,Beth.Gauldin@example.com,Vientiane,2024-04-22
TC17165,5.5x8.5 Product C Perth,PA1145,6,13.200000000000001,CHmobile app,Tammy,Sewell,Tammy.Sewell@example.com,Perth,2024-04-22
TC17166,5x7 Product D Kathmandu,PA920,3,6.6000000000000005,CHmobile app,Jose,Haddock,Jose.Haddock@example.com,Kathmandu,2024-04-22
TC17167,4x6 Product B Osaka,PA68,4,16.0,CHmobile app,Fred,Nguyen,Fred.Nguyen@example.com,Osaka,2024-04-22
TC17168,4x6 Product B Dalian,PA95,3,12.899999999999999,CHmobile app,Douglas,Mick,Douglas.Mick@example.com,Dalian,2024-04-22
TC17169,6x11 Product E Kuala Lumpur,PA1957,2,4.6,CHweb,Brittny,Sanchez,Brittny.Sanchez@example.com,Kuala Lumpur,2024-04-22
TC17170,6x9 Product A Taipei,PA1359,4,12.0,CHin-store,Myrtle,Francour,Myrtle.Francour@example.com,Taipei,2024-04-22
TC17171,5.5x8.5 Product A Kuala Lumpur,PA1033,5,13.5,CHweb,Matthew,Coe,Matthew.Coe@example.com,Kuala Lumpur,2024-04-22
TC17172,4.25x6 Product A Canberra,PA349,6,20.4,CHmobile app,Melissa,Leon,Melissa.Leon@example.com,Canberra,2024-04-22
TC17173,6x11 Product E Chengdu,PA1948,6,12.600000000000001,CHweb,Eileen,Whitley,Eileen.Whitley@example.com,Chengdu,2024-04-22
TC17174,4x6 Product E Melbourne,PA286,2,6.6,CHmobile app,Valerie,Sivertsen,Valerie.Sivertsen@example.com,Melbourne,2024-04-22
TC17175,4.25x6 Product D Incheon,PA555,4,11.6,CHmobile app,Ana,Brown,Ana.Brown@example.com,Incheon,2024-04-22
TC17176,6x9 Product E Chennai,PA1637,2,3.4,CHweb,Roger,Clemmons,Roger.Clemmons@example.com,Chennai,2024-04-22
TC17177,4.25x6 Product A Delhi,PA379,6,18.0,CHweb,Jeffrey,Trunzo,Jeffrey.Trunzo@example.com,Delhi,2024-04-22
TC17178,4x6 Product C Sydney,PA156,2,3.4,CHin-store,Cathleen,Beil,Cathleen.Beil@example.com,Sydney,2024-04-22
TC17179,6x9 Product D Adelaide,PA1535,6,12.600000000000001,CHweb,Tom,Sweeney,Tom.Sweeney@example.com,Adelaide,2024-04-22
TC17180,5.5x8.5 Product D Karachi,PA1245,3,7.800000000000001,CHweb,Joan,Miller,Joan.Miller@example.com,Karachi,2024-04-22
TC17181,6x11 Product B Surat,PA1772,2,7.8,CHweb,Paul,Southerland,Paul.Southerland@example.com,Surat,2024-04-22
TC17182,4x6 Product C Busan,PA158,1,1.6,CHweb,Cynthia,Plienis,Cynthia.Plienis@example.com,Busan,2024-04-22
TC17183,6x11 Product A Ahmedabad,PA1704,4,7.6,CHin-store,Sylvia,Reposa,Sylvia.Reposa@example.com,Ahmedabad,2024-04-22
TC17184,4x6 Product E Canberra,PA283,4,9.6,CHin-store,Joseph,Eligio,Joseph.Eligio@example.com,Canberra,2024-04-22
TC17185,4.25x6 Product A Lahore,PA388,1,3.2,CHmobile app,Nancy,Parra,Nancy.Parra@example.com,Lahore,2024-04-22
TC17186,4x6 Product B Adelaide,PA83,3,12.0,CHweb,Douglas,Waldecker,Douglas.Waldecker@example.com,Adelaide,2024-04-22
TC17187,5.5x8.5 Product D Daegu,PA1216,1,1.6,CHin-store,Annita,Booth,Annita.Booth@example.com,Daegu,2024-04-22
TC17188,6x9 Product B Ulaanbaatar,PA1452,2,6.2,CHmobile app,Jordan,Mcgraw,Jordan.Mcgraw@example.com,Ulaanbaatar,2024-04-22
TC17189,6x11 Product A Chongqing,PA1686,2,5.2,CHweb,Wilbert,Sears,Wilbert.Sears@example.com,Chongqing,2024-04-22
TC17190,5x7 Product E Manila,PA968,5,9.5,CHmobile app,Joe,Dunsford,Joe.Dunsford@example.com,Manila,2024-04-22
TC17191,4x6 Product E Chennai,PA317,1,2.0,CHweb,Eric,Dean,Eric.Dean@example.com,Chennai,2024-04-22
TC17192,6x9 Product E Sagamihara,PA1598,3,7.199999999999999,CHweb,Brad,Deppe,Brad.Deppe@example.com,Sagamihara,2024-04-22
TC17193,6x11 Product B Lahore,PA1774,3,7.5,CHmobile app,Mildred,Rozier,Mildred.Rozier@example.com,Lahore,2024-04-22
TC17194,4x6 Product D Hanoi,PA243,6,18.0,CHmobile app,Richard,Soto,Richard.Soto@example.com,Hanoi,2024-04-22
TC17195,5.5x8.5 Product E Hong Kong,PA1292,3,5.4,CHin-store,Bonnie,Gipson,Bonnie.Gipson@example.com,Hong Kong,2024-04-22
TC17196,4.25x6 Product E Chiba,PA605,5,10.5,CHweb,Cecelia,Felty,Cecelia.Felty@example.com,Chiba,2024-04-22
TC17197,6x9 Product B Osaka,PA1388,6,19.799999999999997,CHweb,Brian,Salerno,Brian.Salerno@example.com,Osaka,2024-04-22
TC17198,4x6 Product D Sendai,PA206,3,11.7,CHweb,Amy,Dates,Amy.Dates@example.com,Sendai,2024-04-22
TC17199,6x11 Product B Hiroshima,PA1725,5,8.5,CHmobile app,Matthew,Brose,Matthew.Brose@example.com,Hiroshima,2024-04-22
TC17200,4x6 Product B Manila,PA110,4,16.8,CHmobile app,Nancy,Murray,Nancy.Murray@example.com,Manila,2024-04-22
TC17201,6x11 Product D Manila,PA1892,4,16.4,CHin-store,Rose,Magano,Rose.Magano@example.com,Manila,2024-04-22
TC17202,5x7 Product C Chengdu,PA826,5,12.0,CHweb,William,Martel,William.Martel@example.com,Chengdu,2024-04-22
TC17203,4x6 Product C Shanghai,PA163,2,8.4,CHweb,Olga,Aguilar,Olga.Aguilar@example.com,Shanghai,2024-04-22
