Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC21011,4.25x6 Product C Busan,PA488,4,11.6,CHmobile app,Heather,Olufson,Heather.Olufson@example.com,Busan,2024-05-04
TC21012,6x9 Product B Perth,PA1409,5,21.5,CHweb,Frederick,Panetta,Frederick.Panetta@example.com,Perth,2024-05-04
TC21013,6x9 Product D Canberra,PA1537,1,2.5,CHweb,Thomas,Leon,Thomas.Leon@example.com,Canberra,2024-05-04
TC21014,5x7 Product C Hobart,PA813,1,2.9,CHin-store,Shannon,Harder,Shannon.Harder@example.com,Hobart,2024-05-04
TC21015,6x11 Product C Guangzhou,PA1815,1,3.4,CHmobile app,Connie,Mojica,Connie.Mojica@example.com,Guangzhou,2024-05-04
TC21016,6x11 Product E Sapporo,PA1918,6,20.4,CHin-store,Katherine,Trumbo,Katherine.Trumbo@example.com,Sapporo,2024-05-04
TC21017,4x6 Product B Melbourne,PA88,2,4.8,CHin-store,Leslie,Lotts,Leslie.Lotts@example.com,Melbourne,2024-05-04
TC21018,5.5x8.5 Product B Saitama,PA1066,3,9.899999999999999,CHweb,John,Tegeler,John.Tegeler@example.com,Saitama,2024-05-04
TC21019,5.5x8.5 Product E Fukuoka,PA1259,3,7.199999999999999,CHmobile app,Mary,Reed,Mary.Reed@example.com,Fukuoka,2024-05-04
TC21020,6x11 Product A Chiba,PA1661,5,14.0,CHin-store,Donna,Mcfarlane,Donna.Mcfarlane@example.com,Chiba,2024-05-04
TC21021,6x9 Product D Chongqing,PA1554,5,8.0,CHmobile app,Katherine,Niedzwiecki,Katherine.Niedzwiecki@example.com,Chongqing,2024-05-04
TC21022,6x11 Product C Manila,PA1826,3,10.8,CHmobile app,Johnny,Trowbridge,Johnny.Trowbridge@example.com,Manila,2024-05-04
TC21023,6x9 Product B Delhi,PA1435,5,12.0,CHmobile app,Clayton,Payne,Clayton.Payne@example.com,Delhi,2024-05-04
TC21024,6x9 Product E Kitakyushu,PA1596,5,11.0,CHmobile app,Laura,Keogh,Laura.Keogh@example.com,Kitakyushu,2024-05-04
TC21025,5x7 Product D Chiba,PA869,4,6.8,CHmobile app,Richard,Trahan,Richard.Trahan@example.com,Chiba,2024-05-04
TC21026,4.25x6 Product C Saitama,PA472,1,1.7,CHmobile app,Jennie,Gongalves,Jennie.Gongalves@example.com,Saitama,2024-05-04
TC21027,5.5x8.5 Product A Sapporo,PA994,1,2.2,CHweb,Colleen,Durst,Colleen.Durst@example.com,Sapporo,2024-05-04
TC21028,6x11 Product B Mumbai,PA1764,2,5.4,CHweb,Mary,Lewis,Mary.Lewis@example.com,Mumbai,2024-05-04
TC21029,6x9 Product D Perth,PA1541,1,4.1,CHin-store,Victoria,Hunter,Victoria.Hunter@example.com,Perth,2024-05-04
TC21030,5x7 Product A Lahore,PA718,3,6.0,CHin-store,Molly,Morse,Molly.Morse@example.com,Lahore,2024-05-04
TC21031,6x9 Product C Darwin,PA1472,2,6.8,CHmobile app,Ronald,Reynolds,Ronald.Reynolds@example.com,Darwin,2024-05-04
TC21032,6x11 Product D Singapore,PA1895,6,10.8,CHweb,Clifton,Oconnor,Clifton.Oconnor@example.com,Singapore,2024-05-04
TC21033,4.25x6 Product C Shanghai,PA493,2,3.2,CHweb,Brian,Tamayo,Brian.Tamayo@example.com,Shanghai,2024-05-04
TC21034,5.5x8.5 Product C Ahmedabad,PA1176,3,5.699999999999999,CHmobile app,Keiko,Goering,Keiko.Goering@example.com,Ahmedabad,2024-05-04
TC21035,5x7 Product E Daegu,PA952,2,8.2,CHmobile app,Dorthey,Mitchell,Dorthey.Mitchell@example.com,Daegu,2024-05-04
TC21036,6x9 Product A Sydney,PA1344,2,4.4,CHweb,Raymond,Hall,Raymond.Hall@example.com,Sydney,2024-05-04
TC21037,4.25x6 Product A Melbourne,PA352,2,3.4,CHweb,Gary,Smith,Gary.Smith@example.com,Melbourne,2024-05-04
TC21038,5x7 Product A Darwin,PA680,4,17.2,CHmobile app,Valerie,Hardin,Valerie.Hardin@example.com,Darwin,2024-05-04
TC21039,4x6 Product C Brisbane,PA150,5,8.0,CHweb,Ruth,Wallace,Ruth.Wallace@example.com,Brisbane,2024-05-04
TC21040,4.25x6 Product E Manila,PA638,4,13.6,CHmobile app,Isabel,Livingston,Isabel.Livingston@example.com,Manila,2024-05-04
TC21041,5.5x8.5 Product E Kathmandu,PA1316,2,8.8,CHweb,Leila,Olufson,Leila.Olufson@example.com,Kathmandu,2024-05-04
TC21042,5.5x8.5 Product A Sendai,PA998,1,2.1,CHmobile app,Joseph,Bergin,Joseph.Bergin@example.com,Sendai,2024-05-04
TC21043,5.5x8.5 Product C Sapporo,PA1126,2,5.4,CHmobile app,Kathleen,Morse,Kathleen.Morse@example.com,Sapporo,2024-05-04
TC21044,4.25x6 Product A Bangalore,PA380,2,4.2,CHmobile app,Wilbert,Milton,Wilbert.Milton@example.com,Bangalore,2024-05-04
TC21045,5x7 Product C Shenzhen,PA824,4,11.6,CHmobile app,Tina,Inman,Tina.Inman@example.com,Shenzhen,2024-05-04
TC21046,6x11 Product A Sapporo,PA1654,6,9.0,CHmobile app,Steven,Steward,Steven.Steward@example.com,Sapporo,2024-05-04
TC21047,6x11 Product D Hyderabad,PA1899,3,9.0,CHmobile app,Daniel,Gamache,Daniel.Gamache@example.com,Hyderabad,2024-05-04
TC21048,4x6 Product E Taipei,PA303,6,9.600000000000001,CHweb,William,Chase,William.Chase@example.com,Taipei,2024-05-04
TC21049,4.25x6 Product C Yangon,PA523,4,11.6,CHin-store,Megan,Griffith,Megan.Griffith@example.com,Yangon,2024-05-04
TC21050,4.25x6 Product A Yangon,PA391,5,8.0,CHweb,Sherman,Wright,Sherman.Wright@example.com,Yangon,2024-05-04
TC21051,5x7 Product D Kawasaki,PA871,3,6.0,CHmobile app,Deborah,Trowbridge,Deborah.Trowbridge@example.com,Kawasaki,2024-05-04
TC21052,5.5x8.5 Product B Osaka,PA1058,5,14.0,CHmobile app,Stanley,Barton,Stanley.Barton@example.com,Osaka,2024-05-04
TC21053,6x11 Product E Chongqing,PA1950,5,18.0,CHin-store,Maureen,Mallard,Maureen.Mallard@example.com,Chongqing,2024-05-04
TC21054,6x9 Product A Phnom Penh,PA1384,3,6.8999999999999995,CHin-store,Kathleen,Thorne,Kathleen.Thorne@example.com,Phnom Penh,2024-05-04
TC21055,6x11 Product D Wuhan,PA1883,2,8.2,CHmobile app,Karie,Wasmund,Karie.Wasmund@example.com,Wuhan,2024-05-04
TC21056,4x6 Product C Chengdu,PA166,1,3.1,CHweb,Joseph,Wilson,Joseph.Wilson@example.com,Chengdu,2024-05-04
TC21057,6x11 Product D Hyderabad,PA1899,1,3.0,CHweb,Daniel,Taylor,Daniel.Taylor@example.com,Hyderabad,2024-05-04
TC21058,5x7 Product E Kawasaki,PA937,5,21.0,CHweb,Hien,Corbitt,Hien.Corbitt@example.com,Kawasaki,2024-05-04
TC21059,6x9 Product C Hanoi,PA1497,1,2.8,CHmobile app,Mary,Ochinang,Mary.Ochinang@example.com,Hanoi,2024-05-04
TC21060,6x9 Product D Darwin,PA1538,3,6.8999999999999995,CHmobile app,Harley,Francour,Harley.Francour@example.com,Darwin,2024-05-04
TC21061,4x6 Product E Shenzhen,PA296,4,8.8,CHin-store,Patsy,Asmussen,Patsy.Asmussen@example.com,Shenzhen,2024-05-04
TC21062,5x7 Product C Seoul,PA817,4,16.0,CHmobile app,Nancy,Lynch,Nancy.Lynch@example.com,Seoul,2024-05-04
TC21063,6x11 Product E Chongqing,PA1950,2,7.2,CHmobile app,Rodger,Romine,Rodger.Romine@example.com,Chongqing,2024-05-04
TC21064,5.5x8.5 Product B Ulaanbaatar,PA1122,2,6.4,CHweb,Sara,Howard,Sara.Howard@example.com,Ulaanbaatar,2024-05-04
TC21065,6x11 Product B Kolkata,PA1768,1,3.7,CHin-store,Wade,Bell,Wade.Bell@example.com,Kolkata,2024-05-04
TC21066,5x7 Product D Sydney,PA882,4,14.0,CHweb,Arnold,Ballard,Arnold.Ballard@example.com,Sydney,2024-05-04
TC21067,5x7 Product D Sagamihara,PA872,1,3.7,CHweb,Donald,Johnson,Donald.Johnson@example.com,Sagamihara,2024-05-04
TC21068,4x6 Product D Kolkata,PA250,3,5.4,CHmobile app,Sarah,Maxwell,Sarah.Maxwell@example.com,Kolkata,2024-05-04
TC21069,5x7 Product A Hiroshima,PA669,6,11.399999999999999,CHweb,Jon,Snyder,Jon.Snyder@example.com,Hiroshima,2024-05-04
TC21070,4x6 Product D Kolkata,PA250,2,3.6,CHin-store,Shantell,Leek,Shantell.Leek@example.com,Kolkata,2024-05-04
TC21071,6x9 Product B Delhi,PA1435,1,2.4,CHmobile app,Kristopher,Johnson,Kristopher.Johnson@example.com,Delhi,2024-05-04
TC21072,6x11 Product C Canberra,PA1801,3,5.1,CHweb,Alan,Mosby,Alan.Mosby@example.com,Canberra,2024-05-04
TC21073,5.5x8.5 Product B Kolkata,PA1108,4,15.6,CHweb,Arlene,Thomas,Arlene.Thomas@example.com,Kolkata,2024-05-04
TC21074,4.25x6 Product A Hobart,PA351,3,9.0,CHweb,Brenda,Greenwood,Brenda.Greenwood@example.com,Hobart,2024-05-04
TC21075,5.5x8.5 Product E Sydney,PA1278,3,8.100000000000001,CHweb,Elissa,Williamson,Elissa.Williamson@example.com,Sydney,2024-05-04
TC21076,6x9 Product D Hyderabad,PA1569,6,9.600000000000001,CHmobile app,Mary,Montoya,Mary.Montoya@example.com,Hyderabad,2024-05-04
TC21077,4.25x6 Product B Naha,PA412,5,14.0,CHweb,Sunny,Steenken,Sunny.Steenken@example.com,Naha,2024-05-04
TC21078,6x9 Product A Pune,PA1375,4,17.6,CHin-store,Eleanor,Niedzwiecki,Eleanor.Niedzwiecki@example.com,Pune,2024-05-04
TC21079,4x6 Product E Shenzhen,PA296,3,6.6000000000000005,CHweb,Barry,Williamson,Barry.Williamson@example.com,Shenzhen,2024-05-04
TC21080,5.5x8.5 Product D Kathmandu,PA1250,3,11.399999999999999,CHin-store,Renee,Nguyen,Renee.Nguyen@example.com,Kathmandu,2024-05-04
TC21081,6x9 Product D Beijing,PA1548,2,7.6,CHmobile app,Jason,Waldeck,Jason.Waldeck@example.com,Beijing,2024-05-04
TC21082,4x6 Product E Hyderabad,PA315,4,12.0,CHin-store,Norene,Kell,Norene.Kell@example.com,Hyderabad,2024-05-04
TC21083,5.5x8.5 Product C Incheon,PA1149,5,8.0,CHin-store,Ricky,Mcmahon,Ricky.Mcmahon@example.com,Incheon,2024-05-04
TC21084,6x11 Product D Chengdu,PA1882,6,19.799999999999997,CHin-store,Jennie,Potts,Jennie.Potts@example.com,Chengdu,2024-05-04
TC21085,5x7 Product C Hong Kong,PA830,6,25.799999999999997,CHmobile app,Debra,Nguyen,Debra.Nguyen@example.com,Hong Kong,2024-05-04
TC21086,6x9 Product E Osaka,PA1586,2,5.2,CHin-store,Mary,Moore,Mary.Moore@example.com,Osaka,2024-05-04
TC21087,4x6 Product B Bangalore,PA116,6,25.200000000000003,CHin-store,John,Espinosa,John.Espinosa@example.com,Bangalore,2024-05-04
TC21088,6x9 Product B Adelaide,PA1403,6,22.200000000000003,CHweb,Jean,Ballew,Jean.Ballew@example.com,Adelaide,2024-05-04
TC21089,4.25x6 Product E Dalian,PA623,2,6.6,CHweb,John,Reynolds,John.Reynolds@example.com,Dalian,2024-05-04
TC21090,6x9 Product D Hobart,PA1539,6,16.200000000000003,CHweb,Jeannie,Shepard,Jeannie.Shepard@example.com,Hobart,2024-05-04
TC21091,6x11 Product D Beijing,PA1878,2,6.6,CHweb,Denise,Cummings,Denise.Cummings@example.com,Beijing,2024-05-04
TC21092,4x6 Product A Phnom Penh,PA64,2,4.2,CHmobile app,Bobby,Cavitt,Bobby.Cavitt@example.com,Phnom Penh,2024-05-04
TC21093,5.5x8.5 Product E Taipei,PA1293,6,15.0,CHmobile app,Lydia,Henninger,Lydia.Henninger@example.com,Taipei,2024-05-04
TC21094,4x6 Product B Sagamihara,PA80,2,7.4,CHmobile app,Joel,Bruce,Joel.Bruce@example.com,Sagamihara,2024-05-04
TC21095,5x7 Product E Perth,PA947,5,11.0,CHweb,Daniel,Wells,Daniel.Wells@example.com,Perth,2024-05-04
TC21096,5x7 Product D Manila,PA902,6,17.4,CHweb,David,Polk,David.Polk@example.com,Manila,2024-05-04
TC21097,5.5x8.5 Product A Hong Kong,PA1028,4,6.0,CHmobile app,Etta,Linehan,Etta.Linehan@example.com,Hong Kong,2024-05-04
TC21098,4x6 Product E Colombo,PA327,2,7.2,CHmobile app,Edmund,Urreta,Edmund.Urreta@example.com,Colombo,2024-05-04
TC21099,4.25x6 Product D Kitakyushu,PA540,2,3.2,CHweb,Walter,Harper,Walter.Harper@example.com,Kitakyushu,2024-05-04
TC21100,4x6 Product C Taipei,PA171,6,12.0,CHmobile app,Clifford,Olson,Clifford.Olson@example.com,Taipei,2024-05-04
TC21101,4x6 Product C Mumbai,PA180,1,2.9,CHmobile app,Penny,Williamson,Penny.Williamson@example.com,Mumbai,2024-05-04
TC21102,5x7 Product D Beijing,PA888,3,11.7,CHin-store,Kevin,Romine,Kevin.Romine@example.com,Beijing,2024-05-04
TC21103,5x7 Product D Chengdu,PA892,1,3.9,CHweb,David,Knowles,David.Knowles@example.com,Chengdu,2024-05-04
TC21104,5x7 Product A Surat,PA716,5,14.0,CHweb,Tommy,Craig,Tommy.Craig@example.com,Surat,2024-05-04
TC21105,5.5x8.5 Product E Saitama,PA1264,6,12.0,CHin-store,Paul,Dillon,Paul.Dillon@example.com,Saitama,2024-05-04
TC21106,6x11 Product B Bangkok,PA1757,4,12.8,CHmobile app,Brett,Inman,Brett.Inman@example.com,Bangkok,2024-05-04
TC21107,4.25x6 Product E Hanoi,PA639,4,10.4,CHweb,Marva,Hofheimer,Marva.Hofheimer@example.com,Hanoi,2024-05-04
TC21108,4.25x6 Product A Chennai,PA383,3,9.3,CHweb,David,Garland,David.Garland@example.com,Chennai,2024-05-04
TC21109,6x11 Product C Dhaka,PA1842,6,10.8,CHweb,David,Aita,David.Aita@example.com,Dhaka,2024-05-04
TC21110,5.5x8.5 Product C Surat,PA1178,4,8.4,CHmobile app,Jeannie,Quan,Jeannie.Quan@example.com,Surat,2024-05-04
TC21111,5.5x8.5 Product C Wuhan,PA1157,2,4.2,CHmobile app,Paul,Munroe,Paul.Munroe@example.com,Wuhan,2024-05-04
TC21112,5.5x8.5 Product E Taipei,PA1293,5,12.5,CHin-store,David,Corbitt,David.Corbitt@example.com,Taipei,2024-05-04
TC21113,5x7 Product E Nagoya,PA927,1,4.2,CHmobile app,Elizabeth,Hoare,Elizabeth.Hoare@example.com,Nagoya,2024-05-04
TC21114,5.5x8.5 Product B Beijing,PA1086,3,12.299999999999999,CHmobile app,Wilma,Halford,Wilma.Halford@example.com,Beijing,2024-05-04
