Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC25754,5x7 Product E Kaohsiung,PA964,1,2.5,CHweb,Katherine,Wilson,Katherine.Wilson@example.com,Kaohsiung,2024-05-18
TC25755,6x11 Product A Surat,PA1706,2,4.6,CHweb,Lanny,Markley,Lanny.Markley@example.com,Surat,2024-05-18
TC25756,4x6 Product B Manila,PA110,2,8.4,CHweb,Kenneth,Myers,Kenneth.Myers@example.com,Manila,2024-05-18
TC25757,6x11 Product A Manila,PA1694,5,21.0,CHmobile app,Maureen,Lauderdale,Maureen.Lauderdale@example.com,Manila,2024-05-18
TC25758,4.25x6 Product D Kyoto,PA535,3,6.300000000000001,CHweb,Karen,Skipper,Karen.Skipper@example.com,Kyoto,2024-05-18
TC25759,4x6 Product C Hiroshima,PA141,4,7.2,CHin-store,Jessica,Hurt,Jessica.Hurt@example.com,Hiroshima,2024-05-18
TC25760,6x9 Product C Beijing,PA1482,3,7.199999999999999,CHweb,Johnna,Kissee,Johnna.Kissee@example.com,Beijing,2024-05-18
TC25761,4x6 Product E Hanoi,PA309,5,11.5,CHweb,Beverly,Kerr,Beverly.Kerr@example.com,Hanoi,2024-05-18
TC25762,4x6 Product A Adelaide,PA17,5,17.5,CHmobile app,Joseph,Siemering,Joseph.Siemering@example.com,Adelaide,2024-05-18
TC25763,4x6 Product B Karachi,PA123,3,8.399999999999999,CHmobile app,Salvador,Willis,Salvador.Willis@example.com,Karachi,2024-05-18
TC25764,5.5x8.5 Product E Hobart,PA1275,3,11.100000000000001,CHin-store,Shirley,Aldrege,Shirley.Aldrege@example.com,Hobart,2024-05-18
TC25765,4x6 Product C Karachi,PA189,3,4.5,CHin-store,Bobby,Solis,Bobby.Solis@example.com,Karachi,2024-05-18
TC25766,5x7 Product A Pune,PA715,1,2.2,CHmobile app,Linda,Levy,Linda.Levy@example.com,Pune,2024-05-18
TC25767,4.25x6 Product E Jakarta,PA636,3,12.299999999999999,CHweb,Sally,Johnson,Sally.Johnson@example.com,Jakarta,2024-05-18
TC25768,5x7 Product E Okayama,PA939,4,15.2,CHin-store,Gracie,Moland,Gracie.Moland@example.com,Okayama,2024-05-18
TC25769,5.5x8.5 Product A Vientiane,PA1055,4,7.2,CHweb,Judy,Robinson,Judy.Robinson@example.com,Vientiane,2024-05-18
TC25770,6x11 Product B Seoul,PA1741,2,8.2,CHin-store,Chris,Jackson,Chris.Jackson@example.com,Seoul,2024-05-18
TC25771,6x9 Product D Karachi,PA1575,1,3.6,CHweb,William,Halford,William.Halford@example.com,Karachi,2024-05-18
TC25772,6x9 Product D Seoul,PA1543,4,10.0,CHweb,Herman,Hofheimer,Herman.Hofheimer@example.com,Seoul,2024-05-18
TC25773,4.25x6 Product C Seoul,PA487,1,1.8,CHmobile app,Miles,Scrivener,Miles.Scrivener@example.com,Seoul,2024-05-18
TC25774,5x7 Product A Kaohsiung,PA700,3,12.299999999999999,CHmobile app,Amelia,Prior,Amelia.Prior@example.com,Kaohsiung,2024-05-18
TC25775,5x7 Product B Karachi,PA783,4,11.6,CHweb,Leslie,Sprinkle,Leslie.Sprinkle@example.com,Karachi,2024-05-18
TC25776,6x11 Product D Dalian,PA1877,1,1.5,CHweb,Walter,Powers,Walter.Powers@example.com,Dalian,2024-05-18
TC25777,6x11 Product D Kuala Lumpur,PA1891,2,6.0,CHweb,Johnny,Bloxom,Johnny.Bloxom@example.com,Kuala Lumpur,2024-05-18
TC25778,4.25x6 Product A Seoul,PA355,6,13.200000000000001,CHweb,Anita,Mester,Anita.Mester@example.com,Seoul,2024-05-18
TC25779,5x7 Product C Shenzhen,PA824,5,14.5,CHweb,Franklin,Harder,Franklin.Harder@example.com,Shenzhen,2024-05-18
TC25780,4x6 Product B Bangalore,PA116,6,25.200000000000003,CHweb,Margaretta,Randazzo,Margaretta.Randazzo@example.com,Bangalore,2024-05-18
TC25781,5.5x8.5 Product A Kuala Lumpur,PA1033,6,16.200000000000003,CHin-store,Gerald,Bethune,Gerald.Bethune@example.com,Kuala Lumpur,2024-05-18
TC25782,4x6 Product C Bangkok,PA173,5,17.5,CHmobile app,Walter,Payne,Walter.Payne@example.com,Bangkok,2024-05-18
TC25783,4.25x6 Product A Delhi,PA379,3,9.0,CHweb,Keith,Williamson,Keith.Williamson@example.com,Delhi,2024-05-18
TC25784,4.25x6 Product E Kolkata,PA646,2,4.2,CHweb,John,Nabb,John.Nabb@example.com,Kolkata,2024-05-18
TC25785,4x6 Product C Osaka,PA134,6,20.4,CHmobile app,Myung,Mason,Myung.Mason@example.com,Osaka,2024-05-18
TC25786,5.5x8.5 Product D Osaka,PA1190,3,6.300000000000001,CHweb,Antonio,Bradley,Antonio.Bradley@example.com,Osaka,2024-05-18
TC25787,4x6 Product C Mumbai,PA180,5,14.5,CHmobile app,Julio,Shepard,Julio.Shepard@example.com,Mumbai,2024-05-18
TC25788,6x11 Product B Busan,PA1742,5,15.5,CHin-store,Rosario,Horwath,Rosario.Horwath@example.com,Busan,2024-05-18
TC25789,6x11 Product B Dhaka,PA1776,6,15.600000000000001,CHweb,Laura,Dowdy,Laura.Dowdy@example.com,Dhaka,2024-05-18
TC25790,5.5x8.5 Product D Hyderabad,PA1239,5,16.0,CHmobile app,Michael,Byrant,Michael.Byrant@example.com,Hyderabad,2024-05-18
TC25791,4x6 Product D Islamabad,PA257,1,3.8,CHmobile app,Kenneth,Bunn,Kenneth.Bunn@example.com,Islamabad,2024-05-18
TC25792,5.5x8.5 Product E Saitama,PA1264,6,12.0,CHmobile app,John,Davis,John.Davis@example.com,Saitama,2024-05-18
TC25793,4.25x6 Product A Incheon,PA357,1,1.6,CHmobile app,Dennis,Yang,Dennis.Yang@example.com,Incheon,2024-05-18
TC25794,4.25x6 Product D Tokyo,PA529,6,10.8,CHweb,Caleb,Williamson,Caleb.Williamson@example.com,Tokyo,2024-05-18
TC25795,6x9 Product B Kobe,PA1392,2,8.4,CHmobile app,Ralph,Salsman,Ralph.Salsman@example.com,Kobe,2024-05-18
TC25796,4x6 Product C Seoul,PA157,2,8.6,CHweb,John,Bayard,John.Bayard@example.com,Seoul,2024-05-18
TC25797,6x11 Product A Incheon,PA1677,4,10.4,CHmobile app,Dawna,Gadison,Dawna.Gadison@example.com,Incheon,2024-05-18
TC25798,5.5x8.5 Product B Fukuoka,PA1061,3,10.5,CHmobile app,Josephine,Howard,Josephine.Howard@example.com,Fukuoka,2024-05-18
TC25799,4x6 Product A Darwin,PA20,6,10.8,CHmobile app,Jackie,Burris,Jackie.Burris@example.com,Darwin,2024-05-18
TC25800,6x9 Product E Shenzhen,PA1616,6,9.0,CHmobile app,Elliot,Masom,Elliot.Masom@example.com,Shenzhen,2024-05-18
TC25801,6x11 Product A Kolkata,PA1702,5,20.5,CHweb,Peter,Majors,Peter.Majors@example.com,Kolkata,2024-05-18
TC25802,6x9 Product C Osaka,PA1454,4,8.8,CHmobile app,Kathy,Kissler,Kathy.Kissler@example.com,Osaka,2024-05-18
TC25803,6x11 Product B Tianjin,PA1753,6,21.6,CHweb,Dawn,Vargas,Dawn.Vargas@example.com,Tianjin,2024-05-18
TC25804,4x6 Product C Hyderabad,PA183,1,2.5,CHweb,Sarah,Greeno,Sarah.Greeno@example.com,Hyderabad,2024-05-18
TC25805,5.5x8.5 Product B Perth,PA1079,4,17.2,CHmobile app,Leia,Coryell,Leia.Coryell@example.com,Perth,2024-05-18
TC25806,5.5x8.5 Product D Sendai,PA1196,4,11.2,CHin-store,Cedric,Cieslak,Cedric.Cieslak@example.com,Sendai,2024-05-18
TC25807,5x7 Product A Chongqing,PA696,1,3.8,CHweb,Isabel,Faires,Isabel.Faires@example.com,Chongqing,2024-05-18
TC25808,5x7 Product C Mumbai,PA840,3,9.0,CHweb,Joseph,Tracy,Joseph.Tracy@example.com,Mumbai,2024-05-18
