Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC29520,4x6 Product C Bangkok,PA173,3,10.5,CHmobile app,Raymond,Patillo,Raymond.Patillo@example.com,Bangkok,2024-05-30
TC29521,6x9 Product A Hong Kong,PA1358,3,12.0,CHmobile app,Timothy,Martin,Timothy.Martin@example.com,Hong Kong,2024-05-30
TC29522,6x11 Product A Surat,PA1706,1,2.3,CHmobile app,Daniel,Hesson,Daniel.Hesson@example.com,Surat,2024-05-30
TC29523,6x11 Product C Kawasaki,PA1795,5,9.0,CHweb,Marc,Williams,Marc.Williams@example.com,Kawasaki,2024-05-30
TC29524,4.25x6 Product A Kobe,PA336,4,12.0,CHmobile app,Sally,Ward,Sally.Ward@example.com,Kobe,2024-05-30
TC29525,5x7 Product B Hyderabad,PA777,5,13.0,CHin-store,Curt,Sotello,Curt.Sotello@example.com,Hyderabad,2024-05-30
TC29526,6x9 Product D Kuala Lumpur,PA1561,6,18.6,CHweb,Annemarie,Johnson,Annemarie.Johnson@example.com,Kuala Lumpur,2024-05-30
TC29527,5.5x8.5 Product E Kathmandu,PA1316,4,17.6,CHmobile app,Georgia,Credeur,Georgia.Credeur@example.com,Kathmandu,2024-05-30
TC29528,4.25x6 Product C Melbourne,PA484,5,10.0,CHmobile app,Theresa,Smith,Theresa.Smith@example.com,Melbourne,2024-05-30
TC29529,6x11 Product D Busan,PA1874,1,3.8,CHweb,Aimee,Ellington,Aimee.Ellington@example.com,Busan,2024-05-30
TC29530,5.5x8.5 Product A Hobart,PA1011,5,19.0,CHmobile app,John,Akbar,John.Akbar@example.com,Hobart,2024-05-30
TC29531,5.5x8.5 Product D Vientiane,PA1253,2,5.2,CHmobile app,Barbara,Bell,Barbara.Bell@example.com,Vientiane,2024-05-30
TC29532,6x11 Product E Ho Chi Minh City,PA1960,6,25.200000000000003,CHweb,Dorothy,Davis,Dorothy.Davis@example.com,Ho Chi Minh City,2024-05-30
TC29533,6x9 Product B Fukuoka,PA1391,5,20.0,CHmobile app,Carol,Reposa,Carol.Reposa@example.com,Fukuoka,2024-05-30
TC29534,6x9 Product C Tianjin,PA1489,3,12.899999999999999,CHweb,Kristy,Daley,Kristy.Daley@example.com,Tianjin,2024-05-30
TC29535,5.5x8.5 Product B Tianjin,PA1093,6,9.0,CHweb,Steven,Mcray,Steven.Mcray@example.com,Tianjin,2024-05-30
TC29536,4.25x6 Product B Brisbane,PA414,4,10.8,CHin-store,Charles,Snyder,Charles.Snyder@example.com,Brisbane,2024-05-30
TC29537,5x7 Product E Sendai,PA932,4,15.6,CHmobile app,Ruth,Masterson,Ruth.Masterson@example.com,Sendai,2024-05-30
TC29538,6x11 Product E Saitama,PA1924,2,7.8,CHmobile app,Mary,Dorton,Mary.Dorton@example.com,Saitama,2024-05-30
TC29539,6x11 Product C Saitama,PA1792,3,8.399999999999999,CHin-store,Daniel,Scrivener,Daniel.Scrivener@example.com,Saitama,2024-05-30
TC29540,6x11 Product D Bangalore,PA1898,5,21.0,CHweb,Beverly,Ortega,Beverly.Ortega@example.com,Bangalore,2024-05-30
TC29541,6x9 Product A Fukuoka,PA1325,4,8.4,CHmobile app,Shantell,Eligio,Shantell.Eligio@example.com,Fukuoka,2024-05-30
TC29542,6x9 Product E Seoul,PA1609,5,21.0,CHmobile app,Mary,Mitchell,Mary.Mitchell@example.com,Seoul,2024-05-30
TC29543,5x7 Product A Ho Chi Minh City,PA706,4,16.8,CHmobile app,Francis,Watkins,Francis.Watkins@example.com,Ho Chi Minh City,2024-05-30
TC29544,5.5x8.5 Product A Ho Chi Minh City,PA1036,2,8.6,CHmobile app,Neville,Credeur,Neville.Credeur@example.com,Ho Chi Minh City,2024-05-30
TC29545,6x9 Product D Ahmedabad,PA1572,2,4.8,CHweb,Kerry,Skipper,Kerry.Skipper@example.com,Ahmedabad,2024-05-30
TC29546,5.5x8.5 Product D Kawasaki,PA1201,2,4.8,CHweb,Arthur,Fields,Arthur.Fields@example.com,Kawasaki,2024-05-30
TC29547,6x11 Product A Dalian,PA1679,2,6.2,CHin-store,Clinton,Huston,Clinton.Huston@example.com,Dalian,2024-05-30
TC29548,6x11 Product A Kawasaki,PA1663,3,10.5,CHweb,Grady,Trahan,Grady.Trahan@example.com,Kawasaki,2024-05-30
TC29549,5.5x8.5 Product E Guangzhou,PA1287,6,12.0,CHin-store,Ann,Lee,Ann.Lee@example.com,Guangzhou,2024-05-30
TC29550,4x6 Product D Ulaanbaatar,PA264,5,18.0,CHweb,Barbara,Alexander,Barbara.Alexander@example.com,Ulaanbaatar,2024-05-30
TC29551,5x7 Product A Nagoya,PA663,3,11.7,CHweb,Donald,Button,Donald.Button@example.com,Nagoya,2024-05-30
TC29552,6x9 Product E Sydney,PA1608,1,2.8,CHmobile app,David,Cokely,David.Cokely@example.com,Sydney,2024-05-30
TC29553,4x6 Product C Fukuoka,PA137,4,14.8,CHweb,Lillian,Walton,Lillian.Walton@example.com,Fukuoka,2024-05-30
TC29554,4x6 Product E Phnom Penh,PA328,2,3.2,CHweb,Richard,Osborn,Richard.Osborn@example.com,Phnom Penh,2024-05-30
TC29555,4.25x6 Product E Ulaanbaatar,PA660,3,13.200000000000001,CHmobile app,Mary,Robinson,Mary.Robinson@example.com,Ulaanbaatar,2024-05-30
TC29556,5.5x8.5 Product E Karachi,PA1311,4,11.2,CHmobile app,Cherise,Copeland,Cherise.Copeland@example.com,Karachi,2024-05-30
TC29557,6x11 Product B Lahore,PA1774,6,15.0,CHmobile app,Ella,Brewer,Ella.Brewer@example.com,Lahore,2024-05-30
TC29558,5.5x8.5 Product B Ahmedabad,PA1110,3,6.300000000000001,CHmobile app,Aaron,Magill,Aaron.Magill@example.com,Ahmedabad,2024-05-30
TC29559,4.25x6 Product E Delhi,PA643,3,5.4,CHweb,Cynthia,Svendsen,Cynthia.Svendsen@example.com,Delhi,2024-05-30
TC29560,4.25x6 Product D Hobart,PA549,5,8.0,CHin-store,Robert,Hargrove,Robert.Hargrove@example.com,Hobart,2024-05-30
TC29561,5x7 Product A Tianjin,PA697,4,13.6,CHmobile app,George,Ballard,George.Ballard@example.com,Tianjin,2024-05-30
