Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC4047,5.5x8.5 Product B Hiroshima,PA1065,1,1.8,CHweb,James,Martin,James.Martin@example.com,Hiroshima,2024-03-13
TC4048,4.25x6 Product B Kolkata,PA448,2,6.2,CHweb,Walter,Maltba,Walter.Maltba@example.com,Kolkata,2024-03-13
TC4049,6x11 Product D Hyderabad,PA1899,4,12.0,CHweb,Willie,Lynch,Willie.Lynch@example.com,Hyderabad,2024-03-13
TC4050,4x6 Product C Shanghai,PA163,3,12.600000000000001,CHin-store,Diane,Hackett,Diane.Hackett@example.com,Shanghai,2024-03-13
TC4051,4x6 Product E Incheon,PA291,4,9.6,CHweb,Michael,Brantley,Michael.Brantley@example.com,Incheon,2024-03-13
TC4052,5x7 Product A Ahmedabad,PA714,1,4.1,CHmobile app,Marian,Smith,Marian.Smith@example.com,Ahmedabad,2024-03-13
TC4053,5x7 Product A Incheon,PA687,2,8.2,CHmobile app,Michael,Phipps,Michael.Phipps@example.com,Incheon,2024-03-13
TC4054,6x9 Product E Hobart,PA1605,3,9.3,CHin-store,Jeff,High,Jeff.High@example.com,Hobart,2024-03-13
TC4055,6x9 Product D Melbourne,PA1540,4,6.4,CHmobile app,Debra,Byrne,Debra.Byrne@example.com,Melbourne,2024-03-13
TC4056,4x6 Product C Naha,PA148,2,8.8,CHmobile app,Richard,Ledesma,Richard.Ledesma@example.com,Naha,2024-03-13
TC4057,5.5x8.5 Product E Shenzhen,PA1286,2,6.8,CHweb,Terri,Tegeler,Terri.Tegeler@example.com,Shenzhen,2024-03-13
TC4058,4.25x6 Product D Karachi,PA585,1,1.9,CHmobile app,James,Gutierrez,James.Gutierrez@example.com,Karachi,2024-03-13
TC4059,6x9 Product B Ahmedabad,PA1440,2,3.0,CHweb,Marie,Siemering,Marie.Siemering@example.com,Ahmedabad,2024-03-13
TC4060,6x9 Product B Osaka,PA1388,2,6.6,CHweb,Donald,Teel,Donald.Teel@example.com,Osaka,2024-03-13
TC4061,4.25x6 Product D Pune,PA583,3,10.2,CHin-store,Jaclyn,Postlewait,Jaclyn.Postlewait@example.com,Pune,2024-03-13
TC4062,4.25x6 Product C Adelaide,PA479,2,6.8,CHweb,Joshua,Beltran,Joshua.Beltran@example.com,Adelaide,2024-03-13
TC4063,5x7 Product A Kawasaki,PA673,3,11.399999999999999,CHweb,Cynthia,Torres,Cynthia.Torres@example.com,Kawasaki,2024-03-13
TC4064,4x6 Product E Naha,PA280,2,7.2,CHmobile app,Denise,Steelman,Denise.Steelman@example.com,Naha,2024-03-13
TC4065,5x7 Product A Mumbai,PA708,6,24.599999999999998,CHweb,Eileen,Montes,Eileen.Montes@example.com,Mumbai,2024-03-13
TC4066,5x7 Product E Saitama,PA934,3,8.7,CHmobile app,Marc,Roehm,Marc.Roehm@example.com,Saitama,2024-03-13
TC4067,5x7 Product A Sapporo,PA664,6,15.0,CHmobile app,Diane,Watson,Diane.Watson@example.com,Sapporo,2024-03-13
TC4068,6x9 Product B Beijing,PA1416,1,2.0,CHin-store,Kati,Sawchuk,Kati.Sawchuk@example.com,Beijing,2024-03-13
TC4069,4x6 Product A Manila,PA44,5,7.5,CHmobile app,Barbara,Launderville,Barbara.Launderville@example.com,Manila,2024-03-13
