Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC11221,5x7 Product E Kolkata,PA976,4,10.4,CHweb,Pamela,Durtsche,Pamela.Durtsche@example.com,Kolkata,2024-04-04
TC11222,6x9 Product D Guangzhou,PA1551,6,24.599999999999998,CHweb,Lisa,Wallace,Lisa.Wallace@example.com,Guangzhou,2024-04-04
TC11223,6x11 Product E Dhaka,PA1974,4,17.6,CHweb,Kenneth,Casagrande,Kenneth.Casagrande@example.com,Dhaka,2024-04-04
TC11224,4.25x6 Product D Adelaide,PA545,3,9.0,CHweb,Madie,White,Madie.White@example.com,Adelaide,2024-04-04
TC11225,4x6 Product D Kolkata,PA250,6,10.8,CHmobile app,Victor,Sprinkle,Victor.Sprinkle@example.com,Kolkata,2024-04-04
TC11226,5.5x8.5 Product E Taipei,PA1293,1,2.5,CHmobile app,Eleanor,Bell,Eleanor.Bell@example.com,Taipei,2024-04-04
TC11227,6x11 Product B Colombo,PA1779,5,19.0,CHweb,Jeffrey,James,Jeffrey.James@example.com,Colombo,2024-04-04
TC11228,6x9 Product A Hyderabad,PA1371,6,25.799999999999997,CHmobile app,Jeffrey,Davis,Jeffrey.Davis@example.com,Hyderabad,2024-04-04
TC11229,5.5x8.5 Product A Sagamihara,PA1004,4,15.6,CHweb,Glenn,Montes,Glenn.Montes@example.com,Sagamihara,2024-04-04
TC11230,4x6 Product E Manila,PA308,4,7.2,CHweb,Dolores,Hung,Dolores.Hung@example.com,Manila,2024-04-04
TC11231,5x7 Product A Incheon,PA687,1,4.1,CHweb,Amelia,Hanson,Amelia.Hanson@example.com,Incheon,2024-04-04
TC11232,4.25x6 Product C Lahore,PA520,1,2.8,CHmobile app,Susan,Moore,Susan.Moore@example.com,Lahore,2024-04-04
TC11233,6x9 Product E Sapporo,PA1588,6,20.4,CHweb,Janessa,Taylor,Janessa.Taylor@example.com,Sapporo,2024-04-04
TC11234,5x7 Product E Bangalore,PA974,2,7.0,CHmobile app,Antoinette,Jackson,Antoinette.Jackson@example.com,Bangalore,2024-04-04
