Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC25561,6x11 Product C Bangalore,PA1832,1,2.0,CHmobile app,Gregory,Abbott,Gregory.Abbott@example.com,Bangalore,2024-05-18
TC25562,4.25x6 Product C Beijing,PA492,2,8.2,CHweb,Jennie,Ryan,Jennie.Ryan@example.com,Beijing,2024-05-18
TC25563,5.5x8.5 Product D Hyderabad,PA1239,6,19.200000000000003,CHmobile app,Penny,Deppe,Penny.Deppe@example.com,Hyderabad,2024-05-18
TC25564,6x11 Product A Kuala Lumpur,PA1693,6,9.0,CHweb,Thomas,Taylor,Thomas.Taylor@example.com,Kuala Lumpur,2024-05-18
TC25565,6x11 Product A Pune,PA1705,3,9.3,CHweb,Ray,Brown,Ray.Brown@example.com,Pune,2024-05-18
TC25566,4.25x6 Product E Manila,PA638,2,6.8,CHweb,Dolores,Adams,Dolores.Adams@example.com,Manila,2024-05-18
TC25567,4.25x6 Product B Saitama,PA406,2,3.6,CHin-store,Edward,Seaman,Edward.Seaman@example.com,Saitama,2024-05-18
TC25568,5x7 Product A Sydney,PA684,4,6.0,CHmobile app,Jon,Borner,Jon.Borner@example.com,Sydney,2024-05-18
TC25569,5.5x8.5 Product A Chennai,PA1043,6,12.0,CHmobile app,Leslie,Walters,Leslie.Walters@example.com,Chennai,2024-05-18
TC25570,6x11 Product E Sagamihara,PA1928,5,16.5,CHweb,Virginia,Morgan,Virginia.Morgan@example.com,Sagamihara,2024-05-18
TC25571,4.25x6 Product B Nagoya,PA399,2,6.8,CHmobile app,Rose,Halford,Rose.Halford@example.com,Nagoya,2024-05-18
TC25572,5.5x8.5 Product B Delhi,PA1105,3,6.0,CHmobile app,Jenna,Terry,Jenna.Terry@example.com,Delhi,2024-05-18
TC25573,5x7 Product B Pune,PA781,2,5.0,CHmobile app,Angela,Patillo,Angela.Patillo@example.com,Pune,2024-05-18
TC25574,6x11 Product E Ahmedabad,PA1968,6,10.2,CHweb,Diane,Schwartz,Diane.Schwartz@example.com,Ahmedabad,2024-05-18
TC25575,4.25x6 Product A Phnom Penh,PA394,4,14.0,CHweb,Hien,Miller,Hien.Miller@example.com,Phnom Penh,2024-05-18
TC25576,4x6 Product D Sydney,PA222,4,11.6,CHmobile app,Joshua,Jacobs,Joshua.Jacobs@example.com,Sydney,2024-05-18
TC25577,6x11 Product B Chiba,PA1727,2,8.8,CHweb,Connie,Cash,Connie.Cash@example.com,Chiba,2024-05-18
TC25578,5.5x8.5 Product E Phnom Penh,PA1318,6,26.400000000000002,CHmobile app,Daisy,Paterniti,Daisy.Paterniti@example.com,Phnom Penh,2024-05-18
TC25579,6x9 Product E Kawasaki,PA1597,3,6.6000000000000005,CHweb,Ossie,Whitehead,Ossie.Whitehead@example.com,Kawasaki,2024-05-18
TC25580,4.25x6 Product A Hobart,PA351,6,18.0,CHweb,Wayne,Lee,Wayne.Lee@example.com,Hobart,2024-05-18
TC25581,5x7 Product A Chiba,PA671,5,20.0,CHweb,Eric,Malinowski,Eric.Malinowski@example.com,Chiba,2024-05-18
TC25582,5x7 Product E Sendai,PA932,5,19.5,CHmobile app,Barry,Jackson,Barry.Jackson@example.com,Sendai,2024-05-18
TC25583,4.25x6 Product C Phnom Penh,PA526,4,17.6,CHmobile app,Martha,Todd,Martha.Todd@example.com,Phnom Penh,2024-05-18
TC25584,4x6 Product B Incheon,PA93,1,1.9,CHweb,Eun,Riney,Eun.Riney@example.com,Incheon,2024-05-18
TC25585,4.25x6 Product A Ho Chi Minh City,PA376,3,9.899999999999999,CHweb,Carlton,May,Carlton.May@example.com,Ho Chi Minh City,2024-05-18
TC25586,5x7 Product A Fukuoka,PA665,5,16.0,CHweb,Jose,Durst,Jose.Durst@example.com,Fukuoka,2024-05-18
TC25587,6x11 Product D Colombo,PA1911,3,11.100000000000001,CHmobile app,Karen,Berg,Karen.Berg@example.com,Colombo,2024-05-18
TC25588,4.25x6 Product C Manila,PA506,3,9.899999999999999,CHweb,Dorthey,Mcgraw,Dorthey.Mcgraw@example.com,Manila,2024-05-18
TC25589,6x11 Product D Hanoi,PA1893,3,10.8,CHweb,Brenda,Stewart,Brenda.Stewart@example.com,Hanoi,2024-05-18
TC25590,6x9 Product D Vientiane,PA1583,3,12.600000000000001,CHmobile app,Gary,Miller,Gary.Miller@example.com,Vientiane,2024-05-18
TC25591,5x7 Product E Chennai,PA977,1,3.0,CHmobile app,Betty,Tuma,Betty.Tuma@example.com,Chennai,2024-05-18
TC25592,4x6 Product A Adelaide,PA17,5,17.5,CHmobile app,Brooke,Rhudy,Brooke.Rhudy@example.com,Adelaide,2024-05-18
TC25593,6x11 Product B Nagoya,PA1719,4,11.6,CHin-store,Mary,Luke,Mary.Luke@example.com,Nagoya,2024-05-18
TC25594,6x11 Product A Shanghai,PA1681,2,8.8,CHweb,David,Swain,David.Swain@example.com,Shanghai,2024-05-18
TC25595,4.25x6 Product A Lahore,PA388,5,16.0,CHin-store,Annie,Daniels,Annie.Daniels@example.com,Lahore,2024-05-18
