Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC11563,4.25x6 Product B Saitama,PA406,6,10.8,CHmobile app,Joseph,Webb,Joseph.Webb@example.com,Saitama,2024-04-05
TC11564,4.25x6 Product B Bangkok,PA437,5,9.0,CHweb,Megan,Miller,Megan.Miller@example.com,Bangkok,2024-04-05
TC11565,5x7 Product C Lahore,PA850,5,10.0,CHin-store,Gracie,Lane,Gracie.Lane@example.com,Lahore,2024-04-05
TC11566,6x11 Product E Kawasaki,PA1927,3,12.299999999999999,CHin-store,Betty,Derossett,Betty.Derossett@example.com,Kawasaki,2024-04-05
TC11567,6x9 Product C Kuala Lumpur,PA1495,2,3.6,CHmobile app,Megan,Ortiz,Megan.Ortiz@example.com,Kuala Lumpur,2024-04-05
TC11568,4x6 Product E Hyderabad,PA315,3,9.0,CHmobile app,Traci,Mick,Traci.Mick@example.com,Hyderabad,2024-04-05
TC11569,4.25x6 Product E Bangkok,PA635,2,4.4,CHweb,Pamela,Powers,Pamela.Powers@example.com,Bangkok,2024-04-05
TC11570,5x7 Product A Tianjin,PA697,4,13.6,CHmobile app,Donald,Montoya,Donald.Montoya@example.com,Tianjin,2024-04-05
TC11571,4x6 Product B Sapporo,PA70,5,15.5,CHweb,Bruce,Arroyo,Bruce.Arroyo@example.com,Sapporo,2024-04-05
TC11572,6x9 Product D Darwin,PA1538,2,4.6,CHin-store,Betty,Watson,Betty.Watson@example.com,Darwin,2024-04-05
TC11573,6x11 Product D Hiroshima,PA1857,3,9.899999999999999,CHweb,Ollie,Chait,Ollie.Chait@example.com,Hiroshima,2024-04-05
TC11574,4x6 Product E Karachi,PA321,3,11.7,CHmobile app,Bernice,Wesley,Bernice.Wesley@example.com,Karachi,2024-04-05
TC11575,5.5x8.5 Product C Saitama,PA1132,2,6.2,CHweb,David,Haire,David.Haire@example.com,Saitama,2024-04-05
TC11576,4x6 Product E Canberra,PA283,1,2.4,CHmobile app,Brian,Hardin,Brian.Hardin@example.com,Canberra,2024-04-05
TC11577,4.25x6 Product C Kathmandu,PA524,6,17.4,CHweb,Diana,Mciver,Diana.Mciver@example.com,Kathmandu,2024-04-05
TC11578,4.25x6 Product B Kyoto,PA403,4,7.2,CHmobile app,Claudia,Watson,Claudia.Watson@example.com,Kyoto,2024-04-05
TC11579,5x7 Product B Daegu,PA754,2,3.0,CHin-store,Debby,Wasmund,Debby.Wasmund@example.com,Daegu,2024-04-05
TC11580,5x7 Product D Wuhan,PA893,6,10.8,CHweb,Stanley,Swoope,Stanley.Swoope@example.com,Wuhan,2024-04-05
