Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Imported_File
TC21867,4.25x6 Product C Kitakyushu,PA474,4,7.2,CHmobile app,Jeff,Baird,Jeff.Baird@example.com,Kitakyushu,2024-05-06,DailySales_20240605_1003.csv
TC21868,4.25x6 Product E Tianjin,PA631,2,6.6,CHweb,Walter,Bryant,Walter.Bryant@example.com,Tianjin,2024-05-06,DailySales_20240605_1003.csv
TC21869,5.5x8.5 Product D Hong Kong,PA1226,2,4.6,CHmobile app,Lashunda,Carpenter,Lashunda.Carpenter@example.com,Hong Kong,2024-05-06,DailySales_20240605_1003.csv
TC21870,4x6 Product D Adelaide,PA215,3,8.7,CHweb,Kelvin,Ordonez,Kelvin.Ordonez@example.com,Adelaide,2024-05-06,DailySales_20240605_1003.csv
TC21871,4.25x6 Product B Kyoto,PA403,4,9.6,CHweb,Micheal,Elliott,Micheal.Elliott@example.com,Kyoto,2024-05-06,DailySales_20240605_1003.csv
TC21872,4x6 Product C Seoul,PA157,1,2.0,CHweb,Joe,Purcell,Joe.Purcell@example.com,Seoul,2024-05-06,DailySales_20240605_1003.csv
TC21873,4x6 Product E Chiba,PA275,3,4.800000000000001,CHweb,Joel,Gilliland,Joel.Gilliland@example.com,Chiba,2024-05-06,DailySales_20240605_1003.csv
TC21874,5x7 Product D Sydney,PA882,5,13.0,CHweb,Rachel,Nesmith,Rachel.Nesmith@example.com,Sydney,2024-05-06,DailySales_20240605_1003.csv
TC21875,5x7 Product D Sagamihara,PA872,3,7.5,CHmobile app,Melissa,Tuttle,Melissa.Tuttle@example.com,Sagamihara,2024-05-06,DailySales_20240605_1003.csv
TC21876,5.5x8.5 Product D Saitama,PA1198,6,10.2,CHweb,Christopher,Jones,Christopher.Jones@example.com,Saitama,2024-05-06,DailySales_20240605_1003.csv
TC21877,6x9 Product E Sendai,PA1592,2,7.6,CHweb,Mary,Brown,Mary.Brown@example.com,Sendai,2024-05-06,DailySales_20240605_1003.csv
TC21878,5x7 Product B Lahore,PA784,6,22.8,CHweb,Dale,Smith,Dale.Smith@example.com,Lahore,2024-05-06,DailySales_20240605_1003.csv
TC21879,6x9 Product E Busan,PA1610,1,2.9,CHmobile app,Eugene,Ogle,Eugene.Ogle@example.com,Busan,2024-05-06,DailySales_20240605_1003.csv
TC21880,5.5x8.5 Product A Sapporo,PA994,1,3.6,CHweb,Francis,Lane,Francis.Lane@example.com,Sapporo,2024-05-06,DailySales_20240605_1003.csv
TC21881,5.5x8.5 Product B Guangzhou,PA1089,1,4.4,CHmobile app,Johanna,Sandoval,Johanna.Sandoval@example.com,Guangzhou,2024-05-06,DailySales_20240605_1003.csv
TC21882,6x9 Product B Ho Chi Minh City,PA1432,2,4.8,CHmobile app,Michael,Petter,Michael.Petter@example.com,Ho Chi Minh City,2024-05-06,DailySales_20240605_1003.csv
TC21883,4x6 Product C Wuhan,PA167,1,2.8,CHmobile app,Myron,Echols,Myron.Echols@example.com,Wuhan,2024-05-06,DailySales_20240605_1003.csv
TC21884,6x11 Product D Hyderabad,PA1899,2,6.8,CHweb,Karen,Martinez,Karen.Martinez@example.com,Hyderabad,2024-05-06,DailySales_20240605_1003.csv
TC21885,6x11 Product B Sapporo,PA1720,6,22.200000000000003,CHweb,Norma,Campbell,Norma.Campbell@example.com,Sapporo,2024-05-06,DailySales_20240605_1003.csv
TC21886,4.25x6 Product E Chongqing,PA630,2,4.0,CHmobile app,Cynthia,Parker,Cynthia.Parker@example.com,Chongqing,2024-05-06,DailySales_20240605_1003.csv
TC21887,4x6 Product D Colombo,PA261,6,15.0,CHweb,Edith,Davis,Edith.Davis@example.com,Colombo,2024-05-06,DailySales_20240605_1003.csv
TC21888,5x7 Product A Hyderabad,PA711,2,7.6,CHmobile app,Debra,Joyner,Debra.Joyner@example.com,Hyderabad,2024-05-06,DailySales_20240605_1003.csv
TC21889,4.25x6 Product B Nagoya,PA399,6,9.6,CHmobile app,Rosalina,Lewis,Rosalina.Lewis@example.com,Nagoya,2024-05-06,DailySales_20240605_1003.csv
TC21890,4x6 Product A Lahore,PA58,4,12.4,CHmobile app,Abby,Phillips,Abby.Phillips@example.com,Lahore,2024-05-06,DailySales_20240605_1003.csv
TC21891,6x11 Product B Hong Kong,PA1754,6,9.0,CHmobile app,Billie,Dale,Billie.Dale@example.com,Hong Kong,2024-05-06,DailySales_20240605_1003.csv
TC21892,6x9 Product D Tianjin,PA1555,4,12.4,CHweb,Manuel,Schlesser,Manuel.Schlesser@example.com,Tianjin,2024-05-06,DailySales_20240605_1003.csv
TC21893,6x9 Product D Dalian,PA1547,1,3.5,CHweb,Erik,Jeffers,Erik.Jeffers@example.com,Dalian,2024-05-06,DailySales_20240605_1003.csv
