Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Imported_File
TC20513,5x7 Product B Sapporo,PA730,4,8.0,CHmobile app,Jeff,Heller,Jeff.Heller@example.com,Sapporo,2024-05-02,DailySales_20240205_1003.csv
TC20514,4x6 Product A Kathmandu,PA62,5,21.0,CHmobile app,Robert,Ware,Robert.Ware@example.com,Kathmandu,2024-05-02,DailySales_20240205_1003.csv
TC20515,6x11 Product A Guangzhou,PA1683,5,21.5,CHin-store,Frances,Darling,Frances.Darling@example.com,Guangzhou,2024-05-02,DailySales_20240205_1003.csv
TC20516,6x11 Product C Guangzhou,PA1815,6,20.4,CHweb,Diana,Haman,Diana.Haman@example.com,Guangzhou,2024-05-02,DailySales_20240205_1003.csv
TC20517,5.5x8.5 Product A Lahore,PA1048,6,24.0,CHin-store,Sandy,Murphy,Sandy.Murphy@example.com,Lahore,2024-05-02,DailySales_20240205_1003.csv
TC20518,6x9 Product E Kobe,PA1590,3,8.399999999999999,CHweb,Penny,Hall,Penny.Hall@example.com,Kobe,2024-05-02,DailySales_20240205_1003.csv
TC20519,4x6 Product A Ulaanbaatar,PA66,1,2.1,CHweb,Jenna,Dale,Jenna.Dale@example.com,Ulaanbaatar,2024-05-02,DailySales_20240205_1003.csv
TC20520,6x11 Product B Hobart,PA1737,2,4.4,CHmobile app,Paul,Bowler,Paul.Bowler@example.com,Hobart,2024-05-02,DailySales_20240205_1003.csv
TC20521,6x11 Product B Kolkata,PA1768,1,2.3,CHweb,Gertrude,Hurst,Gertrude.Hurst@example.com,Kolkata,2024-05-02,DailySales_20240205_1003.csv
TC20522,4x6 Product C Colombo,PA195,6,21.6,CHmobile app,Kenneth,Carney,Kenneth.Carney@example.com,Colombo,2024-05-02,DailySales_20240205_1003.csv
TC20523,5x7 Product C Sapporo,PA796,4,14.4,CHweb,Willard,Bennett,Willard.Bennett@example.com,Sapporo,2024-05-02,DailySales_20240205_1003.csv
TC20524,6x9 Product D Tianjin,PA1555,6,18.6,CHin-store,Rosalinda,Seward,Rosalinda.Seward@example.com,Tianjin,2024-05-02,DailySales_20240205_1003.csv
TC20525,5x7 Product A Kaohsiung,PA700,6,18.0,CHmobile app,Gladys,Iser,Gladys.Iser@example.com,Kaohsiung,2024-05-02,DailySales_20240205_1003.csv
TC20526,5x7 Product D Hong Kong,PA896,2,4.0,CHin-store,Ryan,Vannostrand,Ryan.Vannostrand@example.com,Hong Kong,2024-05-02,DailySales_20240205_1003.csv
TC20527,6x11 Product C Kaohsiung,PA1822,5,9.5,CHweb,Rochelle,Ray,Rochelle.Ray@example.com,Kaohsiung,2024-05-02,DailySales_20240205_1003.csv
TC20528,4x6 Product E Nagoya,PA267,5,9.0,CHweb,Bonnie,Fields,Bonnie.Fields@example.com,Nagoya,2024-05-02,DailySales_20240205_1003.csv
TC20529,5.5x8.5 Product D Ahmedabad,PA1242,2,5.6,CHmobile app,Barbara,Merritt,Barbara.Merritt@example.com,Ahmedabad,2024-05-02,DailySales_20240205_1003.csv
TC20530,6x9 Product B Osaka,PA1388,1,3.5,CHin-store,Angela,Burden,Angela.Burden@example.com,Osaka,2024-05-02,DailySales_20240205_1003.csv
TC20531,5x7 Product A Bangalore,PA710,1,3.8,CHweb,Michelle,Wallace,Michelle.Wallace@example.com,Bangalore,2024-05-02,DailySales_20240205_1003.csv
TC20532,5.5x8.5 Product D Naha,PA1204,6,13.2,CHweb,John,Abramson,John.Abramson@example.com,Naha,2024-05-02,DailySales_20240205_1003.csv
TC20533,5x7 Product A Chiba,PA671,3,9.3,CHweb,Laura,Cox,Laura.Cox@example.com,Chiba,2024-05-02,DailySales_20240205_1003.csv
TC20534,5.5x8.5 Product A Kaohsiung,PA1030,6,20.4,CHweb,Rebecca,Decker,Rebecca.Decker@example.com,Kaohsiung,2024-05-02,DailySales_20240205_1003.csv
TC20535,5.5x8.5 Product E Chongqing,PA1290,5,9.0,CHweb,Carole,Natal,Carole.Natal@example.com,Chongqing,2024-05-02,DailySales_20240205_1003.csv
TC20536,5.5x8.5 Product C Hyderabad,PA1173,6,25.8,CHweb,Peter,Rhudy,Peter.Rhudy@example.com,Hyderabad,2024-05-02,DailySales_20240205_1003.csv
TC20537,5x7 Product A Manila,PA704,5,12.0,CHweb,Cynthia,Estrada,Cynthia.Estrada@example.com,Manila,2024-05-02,DailySales_20240205_1003.csv
TC20538,5.5x8.5 Product C Dhaka,PA1182,4,6.4,CHweb,Robin,Buller,Robin.Buller@example.com,Dhaka,2024-05-02,DailySales_20240205_1003.csv
TC20539,5.5x8.5 Product B Nagoya,PA1059,3,11.4,CHmobile app,Michael,Hernandez,Michael.Hernandez@example.com,Nagoya,2024-05-02,DailySales_20240205_1003.csv
