Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Imported_File
TC13107,5.5x8.5 Product C Hobart,PA1143,4,12.8,CHin-store,Ed,Douglass,Ed.Douglass@example.com,Hobart,2024-04-10,DailySales_20241004_1003.csv
TC13108,4.25x6 Product C Naha,PA478,1,4.1,CHweb,Candy,Felix,Candy.Felix@example.com,Naha,2024-04-10,DailySales_20241004_1003.csv
TC13109,6x9 Product A Hong Kong,PA1358,5,12.0,CHmobile app,Evelyn,Vannostrand,Evelyn.Vannostrand@example.com,Hong Kong,2024-04-10,DailySales_20241004_1003.csv
TC13110,6x11 Product C Vientiane,PA1847,3,11.7,CHmobile app,Bryan,Nelson,Bryan.Nelson@example.com,Vientiane,2024-04-10,DailySales_20241004_1003.csv
TC13111,6x11 Product C Tianjin,PA1819,3,13.2,CHmobile app,Louis,Ross,Louis.Ross@example.com,Tianjin,2024-04-10,DailySales_20241004_1003.csv
TC13112,4x6 Product A Phnom Penh,PA64,3,7.800000000000001,CHweb,Agnes,Morales,Agnes.Morales@example.com,Phnom Penh,2024-04-10,DailySales_20241004_1003.csv
TC13113,6x11 Product E Surat,PA1970,6,25.200000000000003,CHmobile app,Christopher,Rohde,Christopher.Rohde@example.com,Surat,2024-04-10,DailySales_20241004_1003.csv
TC13114,6x9 Product D Bangkok,PA1559,5,7.5,CHmobile app,Christopher,Tatum,Christopher.Tatum@example.com,Bangkok,2024-04-10,DailySales_20241004_1003.csv
TC13115,4x6 Product D Brisbane,PA216,6,15.0,CHmobile app,Michael,Black,Michael.Black@example.com,Brisbane,2024-04-10,DailySales_20241004_1003.csv
TC13116,5.5x8.5 Product E Taipei,PA1293,2,6.4,CHmobile app,William,Angel,William.Angel@example.com,Taipei,2024-04-10,DailySales_20241004_1003.csv
TC13117,5x7 Product D Vientiane,PA923,2,4.0,CHmobile app,Daniel,Horwath,Daniel.Horwath@example.com,Vientiane,2024-04-10,DailySales_20241004_1003.csv
TC13118,6x9 Product E Melbourne,PA1606,4,11.6,CHweb,Derek,Palmer,Derek.Palmer@example.com,Melbourne,2024-04-10,DailySales_20241004_1003.csv
TC13119,5x7 Product C Hiroshima,PA801,3,8.399999999999999,CHweb,Lore,Poole,Lore.Poole@example.com,Hiroshima,2024-04-10,DailySales_20241004_1003.csv
TC13120,4x6 Product D Wuhan,PA233,2,6.8,CHweb,Norman,Ramsey,Norman.Ramsey@example.com,Wuhan,2024-04-10,DailySales_20241004_1003.csv
TC13121,4x6 Product D Seoul,PA223,6,19.8,CHweb,Jerilyn,Hirsch,Jerilyn.Hirsch@example.com,Seoul,2024-04-10,DailySales_20241004_1003.csv
TC13122,6x11 Product C Wuhan,PA1817,2,3.0,CHmobile app,Richard,Frank,Richard.Frank@example.com,Wuhan,2024-04-10,DailySales_20241004_1003.csv
TC13123,4x6 Product C Sydney,PA156,1,3.6,CHweb,Bryan,Mcgowan,Bryan.Mcgowan@example.com,Sydney,2024-04-10,DailySales_20241004_1003.csv
TC13124,4x6 Product A Dalian,PA29,2,7.8,CHweb,Zackary,Sloan,Zackary.Sloan@example.com,Dalian,2024-04-10,DailySales_20241004_1003.csv
TC13125,4x6 Product C Guangzhou,PA165,6,19.200000000000003,CHweb,Annette,Hottle,Annette.Hottle@example.com,Guangzhou,2024-04-10,DailySales_20241004_1003.csv
TC13126,5x7 Product A Hobart,PA681,5,20.5,CHweb,Margaret,Dantzler,Margaret.Dantzler@example.com,Hobart,2024-04-10,DailySales_20241004_1003.csv
TC13127,6x11 Product D Kawasaki,PA1861,5,20.5,CHweb,Walter,Manalo,Walter.Manalo@example.com,Kawasaki,2024-04-10,DailySales_20241004_1003.csv
TC13128,4.25x6 Product A Karachi,PA387,5,8.0,CHweb,Estelle,Parker,Estelle.Parker@example.com,Karachi,2024-04-10,DailySales_20241004_1003.csv
TC13129,4x6 Product B Incheon,PA93,5,18.0,CHmobile app,Ada,Derrick,Ada.Derrick@example.com,Incheon,2024-04-10,DailySales_20241004_1003.csv
TC13130,4.25x6 Product A Jakarta,PA372,5,14.0,CHmobile app,Crystal,Rabello,Crystal.Rabello@example.com,Jakarta,2024-04-10,DailySales_20241004_1003.csv
TC13131,5.5x8.5 Product A Perth,PA1013,3,11.4,CHmobile app,Manuel,Castellano,Manuel.Castellano@example.com,Perth,2024-04-10,DailySales_20241004_1003.csv
TC13132,5x7 Product E Sendai,PA932,6,19.8,CHmobile app,Frederick,Fields,Frederick.Fields@example.com,Sendai,2024-04-10,DailySales_20241004_1003.csv
TC13133,6x11 Product B Beijing,PA1746,3,12.6,CHweb,Jeff,Tade,Jeff.Tade@example.com,Beijing,2024-04-10,DailySales_20241004_1003.csv
TC13134,5.5x8.5 Product E Sendai,PA1262,1,2.0,CHin-store,Melissa,Hirsch,Melissa.Hirsch@example.com,Sendai,2024-04-10,DailySales_20241004_1003.csv
TC13135,5x7 Product D Kitakyushu,PA870,6,17.4,CHmobile app,Margaret,Freer,Margaret.Freer@example.com,Kitakyushu,2024-04-10,DailySales_20241004_1003.csv
TC13136,5.5x8.5 Product D Colombo,PA1251,4,12.0,CHmobile app,Lisa,Aguirre,Lisa.Aguirre@example.com,Colombo,2024-04-10,DailySales_20241004_1003.csv
TC13137,4x6 Product A Shanghai,PA31,2,5.2,CHmobile app,Woodrow,Biltz,Woodrow.Biltz@example.com,Shanghai,2024-04-10,DailySales_20241004_1003.csv
TC13138,5.5x8.5 Product E Naha,PA1270,3,5.1,CHmobile app,Lawrence,Deer,Lawrence.Deer@example.com,Naha,2024-04-10,DailySales_20241004_1003.csv
TC13139,6x11 Product A Pune,PA1705,1,4.0,CHmobile app,Andrea,Proctor,Andrea.Proctor@example.com,Pune,2024-04-10,DailySales_20241004_1003.csv
TC13140,6x9 Product C Sagamihara,PA1466,5,18.5,CHweb,Ashley,Kunkle,Ashley.Kunkle@example.com,Sagamihara,2024-04-10,DailySales_20241004_1003.csv
TC13141,5x7 Product B Naha,PA742,5,16.0,CHmobile app,Lucille,Reece,Lucille.Reece@example.com,Naha,2024-04-10,DailySales_20241004_1003.csv
TC13142,4.25x6 Product B Vientiane,PA461,2,4.8,CHweb,Bradley,Vescio,Bradley.Vescio@example.com,Vientiane,2024-04-10,DailySales_20241004_1003.csv
TC13143,5.5x8.5 Product B Colombo,PA1119,5,12.0,CHin-store,Bethany,Ramsey,Bethany.Ramsey@example.com,Colombo,2024-04-10,DailySales_20241004_1003.csv
TC13144,6x9 Product C Singapore,PA1499,5,8.0,CHmobile app,Rosa,Navarro,Rosa.Navarro@example.com,Singapore,2024-04-10,DailySales_20241004_1003.csv
TC13145,4x6 Product A Manila,PA44,5,16.0,CHweb,Santa,Turner,Santa.Turner@example.com,Manila,2024-04-10,DailySales_20241004_1003.csv
TC13146,6x11 Product A Colombo,PA1713,2,8.0,CHmobile app,Walter,Groves,Walter.Groves@example.com,Colombo,2024-04-10,DailySales_20241004_1003.csv
TC13147,6x11 Product B Kobe,PA1722,2,6.8,CHmobile app,Justin,Santana,Justin.Santana@example.com,Kobe,2024-04-10,DailySales_20241004_1003.csv
TC13148,5x7 Product A Fukuoka,PA665,1,2.8,CHweb,Carol,Sparling,Carol.Sparling@example.com,Fukuoka,2024-04-10,DailySales_20241004_1003.csv
TC13149,6x11 Product E Fukuoka,PA1919,6,20.4,CHmobile app,Robert,Fabert,Robert.Fabert@example.com,Fukuoka,2024-04-10,DailySales_20241004_1003.csv
TC13150,6x9 Product C Ho Chi Minh City,PA1498,1,3.7,CHmobile app,Keith,Mccollum,Keith.Mccollum@example.com,Ho Chi Minh City,2024-04-10,DailySales_20241004_1003.csv
TC13151,4x6 Product C Canberra,PA151,6,22.200000000000003,CHweb,Benjamin,Savoy,Benjamin.Savoy@example.com,Canberra,2024-04-10,DailySales_20241004_1003.csv
TC13152,4.25x6 Product B Islamabad,PA455,6,13.2,CHweb,Antonio,Miller,Antonio.Miller@example.com,Islamabad,2024-04-10,DailySales_20241004_1003.csv
TC13153,4x6 Product B Kolkata,PA118,1,2.0,CHweb,Krystyna,Freer,Krystyna.Freer@example.com,Kolkata,2024-04-10,DailySales_20241004_1003.csv
TC13154,5x7 Product C Kaohsiung,PA832,4,10.4,CHmobile app,Kristin,Marsh,Kristin.Marsh@example.com,Kaohsiung,2024-04-10,DailySales_20241004_1003.csv
TC13155,5x7 Product C Adelaide,PA809,1,2.5,CHmobile app,Alishia,Gregory,Alishia.Gregory@example.com,Adelaide,2024-04-10,DailySales_20241004_1003.csv
TC13156,6x9 Product D Seoul,PA1543,5,18.0,CHin-store,Arlene,Steward,Arlene.Steward@example.com,Seoul,2024-04-10,DailySales_20241004_1003.csv
TC13157,4.25x6 Product A Chiba,PA341,1,1.5,CHmobile app,Jose,Echols,Jose.Echols@example.com,Chiba,2024-04-10,DailySales_20241004_1003.csv
TC13158,5.5x8.5 Product C Perth,PA1145,4,7.2,CHweb,Aaron,Wilson,Aaron.Wilson@example.com,Perth,2024-04-10,DailySales_20241004_1003.csv
TC13159,4.25x6 Product A Hyderabad,PA381,4,9.2,CHweb,Amparo,Floyd,Amparo.Floyd@example.com,Hyderabad,2024-04-10,DailySales_20241004_1003.csv
TC13160,6x11 Product D Perth,PA1871,3,9.9,CHin-store,Richard,Adams,Richard.Adams@example.com,Perth,2024-04-10,DailySales_20241004_1003.csv
