Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Imported_File
TC6230,4x6 Product E Manila,PA308,4,14.4,CHmobile app,Randy,Cortese,Randy.Cortese@example.com,Manila,2024-03-20,DailySales_20242003_1003.csv
TC6231,4.25x6 Product E Ulaanbaatar,PA660,2,7.6,CHmobile app,James,Beasley,James.Beasley@example.com,Ulaanbaatar,2024-03-20,DailySales_20242003_1003.csv
TC6232,4.25x6 Product D Jakarta,PA570,6,14.4,CHweb,Kenneth,Small,Kenneth.Small@example.com,Jakarta,2024-03-20,DailySales_20242003_1003.csv
TC6233,5.5x8.5 Product A Chiba,PA1001,6,24.6,CHmobile app,Leroy,Padilla,Leroy.Padilla@example.com,Chiba,2024-03-20,DailySales_20242003_1003.csv
TC6234,4.25x6 Product E Darwin,PA614,2,6.4,CHin-store,Timothy,Walton,Timothy.Walton@example.com,Darwin,2024-03-20,DailySales_20242003_1003.csv
TC6235,4.25x6 Product A Kyoto,PA337,1,1.5,CHweb,Richard,Gilchrist,Richard.Gilchrist@example.com,Kyoto,2024-03-20,DailySales_20242003_1003.csv
TC6236,4.25x6 Product D Kathmandu,PA590,5,10.5,CHmobile app,Louis,Brady,Louis.Brady@example.com,Kathmandu,2024-03-20,DailySales_20242003_1003.csv
TC6237,5x7 Product B Phnom Penh,PA790,4,8.8,CHin-store,Dawn,Pell,Dawn.Pell@example.com,Phnom Penh,2024-03-20,DailySales_20242003_1003.csv
TC6238,6x9 Product D Bangalore,PA1568,3,6.9,CHweb,Tamara,Joiner,Tamara.Joiner@example.com,Bangalore,2024-03-20,DailySales_20242003_1003.csv
TC6239,5x7 Product B Guangzhou,PA759,1,4.0,CHmobile app,Erika,Biltz,Erika.Biltz@example.com,Guangzhou,2024-03-20,DailySales_20242003_1003.csv
TC6240,4x6 Product D Dalian,PA227,1,3.6,CHmobile app,Ludivina,Guinn,Ludivina.Guinn@example.com,Dalian,2024-03-20,DailySales_20242003_1003.csv
TC6241,4x6 Product D Lahore,PA256,5,14.0,CHmobile app,Joseph,Kieffer,Joseph.Kieffer@example.com,Lahore,2024-03-20,DailySales_20242003_1003.csv
TC6242,6x9 Product C Kolkata,PA1504,3,12.3,CHweb,Karen,Frazier,Karen.Frazier@example.com,Kolkata,2024-03-20,DailySales_20242003_1003.csv
