Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Imported_File
TC11372,5x7 Product B Hiroshima,PA735,1,4.4,CHweb,Mark,Decker,Mark.Decker@example.com,Hiroshima,2024-04-05,DailySales_20240504_1004.csv
TC11373,5x7 Product D Bangalore,PA908,6,18.6,CHmobile app,Shannon,Rather,Shannon.Rather@example.com,Bangalore,2024-04-05,DailySales_20240504_1004.csv
TC11374,6x9 Product A Busan,PA1346,5,12.0,CHweb,Gregory,Waldeck,Gregory.Waldeck@example.com,Busan,2024-04-05,DailySales_20240504_1004.csv
TC11375,6x9 Product A Fukuoka,PA1325,1,2.3,CHweb,Judith,Connell,Judith.Connell@example.com,Fukuoka,2024-04-05,DailySales_20240504_1004.csv
TC11376,6x11 Product A Shenzhen,PA1682,1,3.6,CHweb,Kimberley,Jaworowski,Kimberley.Jaworowski@example.com,Shenzhen,2024-04-05,DailySales_20240504_1004.csv
TC11377,4x6 Product B Ho Chi Minh City,PA112,3,6.0,CHmobile app,Barbara,Carpenter,Barbara.Carpenter@example.com,Ho Chi Minh City,2024-04-05,DailySales_20240504_1004.csv
TC11378,6x11 Product A Kolkata,PA1702,2,5.8,CHmobile app,Brian,Vessels,Brian.Vessels@example.com,Kolkata,2024-04-05,DailySales_20240504_1004.csv
TC11379,6x9 Product B Hiroshima,PA1395,1,4.0,CHweb,Lashunda,Ruthledge,Lashunda.Ruthledge@example.com,Hiroshima,2024-04-05,DailySales_20240504_1004.csv
TC11380,5.5x8.5 Product C Hong Kong,PA1160,6,10.8,CHweb,Matthew,Patella,Matthew.Patella@example.com,Hong Kong,2024-04-05,DailySales_20240504_1004.csv
TC11381,5.5x8.5 Product C Ho Chi Minh City,PA1168,1,1.7,CHmobile app,Ruth,Mclain,Ruth.Mclain@example.com,Ho Chi Minh City,2024-04-05,DailySales_20240504_1004.csv
TC11382,6x9 Product C Chengdu,PA1486,1,3.9,CHmobile app,Tony,Jacobson,Tony.Jacobson@example.com,Chengdu,2024-04-05,DailySales_20240504_1004.csv
TC11383,5x7 Product B Hong Kong,PA764,3,4.5,CHmobile app,Daniel,Reid,Daniel.Reid@example.com,Hong Kong,2024-04-05,DailySales_20240504_1004.csv
TC11384,6x9 Product A Guangzhou,PA1353,2,4.0,CHmobile app,Shawn,Drews,Shawn.Drews@example.com,Guangzhou,2024-04-05,DailySales_20240504_1004.csv
TC11385,5x7 Product B Wuhan,PA761,6,21.6,CHin-store,John,Hottle,John.Hottle@example.com,Wuhan,2024-04-05,DailySales_20240504_1004.csv
TC11386,4.25x6 Product B Ahmedabad,PA450,5,21.0,CHmobile app,Nicholas,Smith,Nicholas.Smith@example.com,Ahmedabad,2024-04-05,DailySales_20240504_1004.csv
TC11387,6x9 Product C Jakarta,PA1494,1,4.3,CHweb,Christopher,King,Christopher.King@example.com,Jakarta,2024-04-05,DailySales_20240504_1004.csv
TC11388,5.5x8.5 Product E Kitakyushu,PA1266,6,18.0,CHweb,Margaret,Hamilton,Margaret.Hamilton@example.com,Kitakyushu,2024-04-05,DailySales_20240504_1004.csv
TC11389,4.25x6 Product B Melbourne,PA418,6,21.6,CHweb,Ethel,Keith,Ethel.Keith@example.com,Melbourne,2024-04-05,DailySales_20240504_1004.csv
TC11390,6x9 Product D Incheon,PA1545,1,1.9,CHmobile app,Mildred,Iser,Mildred.Iser@example.com,Incheon,2024-04-05,DailySales_20240504_1004.csv
TC11391,6x11 Product B Vientiane,PA1781,5,12.0,CHmobile app,Stephen,Weiss,Stephen.Weiss@example.com,Vientiane,2024-04-05,DailySales_20240504_1004.csv
TC11392,6x9 Product B Perth,PA1409,5,7.5,CHweb,Charles,Sanders,Charles.Sanders@example.com,Perth,2024-04-05,DailySales_20240504_1004.csv
TC11393,6x11 Product D Sydney,PA1872,1,3.3,CHmobile app,Tom,Wilson,Tom.Wilson@example.com,Sydney,2024-04-05,DailySales_20240504_1004.csv
TC11394,4x6 Product E Tokyo,PA265,1,1.9,CHmobile app,Elizabeth,Williams,Elizabeth.Williams@example.com,Tokyo,2024-04-05,DailySales_20240504_1004.csv
TC11395,4.25x6 Product C Chennai,PA515,2,8.4,CHin-store,Billy,Hiestand,Billy.Hiestand@example.com,Chennai,2024-04-05,DailySales_20240504_1004.csv
TC11396,5.5x8.5 Product E Hong Kong,PA1292,3,10.2,CHmobile app,Christopher,Hambrick,Christopher.Hambrick@example.com,Hong Kong,2024-04-05,DailySales_20240504_1004.csv
TC11397,5.5x8.5 Product B Yangon,PA1117,5,10.5,CHweb,Karen,Kirk,Karen.Kirk@example.com,Yangon,2024-04-05,DailySales_20240504_1004.csv
TC11398,4.25x6 Product B Guangzhou,PA429,5,18.5,CHmobile app,Javier,Harrington,Javier.Harrington@example.com,Guangzhou,2024-04-05,DailySales_20240504_1004.csv
TC11399,6x9 Product E Manila,PA1628,6,26.4,CHmobile app,Brian,Ortiz,Brian.Ortiz@example.com,Manila,2024-04-05,DailySales_20240504_1004.csv
TC11400,6x11 Product D Wuhan,PA1883,5,7.5,CHweb,Susan,Small,Susan.Small@example.com,Wuhan,2024-04-05,DailySales_20240504_1004.csv
TC11401,4x6 Product E Nagoya,PA267,3,5.4,CHmobile app,Marvin,Barber,Marvin.Barber@example.com,Nagoya,2024-04-05,DailySales_20240504_1004.csv
TC11402,6x11 Product A Chengdu,PA1684,6,13.2,CHmobile app,Orlando,Poehlman,Orlando.Poehlman@example.com,Chengdu,2024-04-05,DailySales_20240504_1004.csv
TC11403,5x7 Product C Melbourne,PA814,4,11.6,CHmobile app,Maria,Sanchez,Maria.Sanchez@example.com,Melbourne,2024-04-05,DailySales_20240504_1004.csv
TC11404,5x7 Product A Beijing,PA690,3,4.800000000000001,CHin-store,Maryanne,Feldman,Maryanne.Feldman@example.com,Beijing,2024-04-05,DailySales_20240504_1004.csv
TC11405,5.5x8.5 Product A Kyoto,PA997,6,13.8,CHmobile app,Elmo,Hannah,Elmo.Hannah@example.com,Kyoto,2024-04-05,DailySales_20240504_1004.csv
TC11406,4x6 Product D Beijing,PA228,3,5.699999999999999,CHweb,Fernando,Burcham,Fernando.Burcham@example.com,Beijing,2024-04-05,DailySales_20240504_1004.csv
TC11407,5.5x8.5 Product D Osaka,PA1190,5,12.5,CHmobile app,Pamela,King,Pamela.King@example.com,Osaka,2024-04-05,DailySales_20240504_1004.csv
TC11408,6x9 Product E Perth,PA1607,5,21.5,CHweb,Michelle,Ortiz,Michelle.Ortiz@example.com,Perth,2024-04-05,DailySales_20240504_1004.csv
TC11409,5x7 Product C Chongqing,PA828,6,18.6,CHweb,Phillip,Davy,Phillip.Davy@example.com,Chongqing,2024-04-05,DailySales_20240504_1004.csv
TC11410,5.5x8.5 Product E Hong Kong,PA1292,2,6.8,CHweb,Judy,Chavez,Judy.Chavez@example.com,Hong Kong,2024-04-05,DailySales_20240504_1004.csv
TC11411,5x7 Product A Sydney,PA684,5,11.0,CHweb,Paul,Turner,Paul.Turner@example.com,Sydney,2024-04-05,DailySales_20240504_1004.csv
TC11412,4.25x6 Product D Canberra,PA547,6,26.4,CHmobile app,Mary,Medina,Mary.Medina@example.com,Canberra,2024-04-05,DailySales_20240504_1004.csv
TC11413,5.5x8.5 Product B Vientiane,PA1121,5,8.0,CHmobile app,Robert,Dykstra,Robert.Dykstra@example.com,Vientiane,2024-04-05,DailySales_20240504_1004.csv
TC11414,4x6 Product B Kolkata,PA118,3,6.0,CHweb,Janine,Goetzinger,Janine.Goetzinger@example.com,Kolkata,2024-04-05,DailySales_20240504_1004.csv
TC11415,6x11 Product D Chiba,PA1859,2,7.0,CHweb,Corrinne,Potter,Corrinne.Potter@example.com,Chiba,2024-04-05,DailySales_20240504_1004.csv
TC11416,6x11 Product C Guangzhou,PA1815,1,3.4,CHweb,Catherine,Wynn,Catherine.Wynn@example.com,Guangzhou,2024-04-05,DailySales_20240504_1004.csv
TC11417,6x9 Product A Jakarta,PA1362,4,11.2,CHweb,Scott,Browning,Scott.Browning@example.com,Jakarta,2024-04-05,DailySales_20240504_1004.csv
TC11418,6x9 Product C Bangalore,PA1502,5,9.0,CHmobile app,Priscila,Williams,Priscila.Williams@example.com,Bangalore,2024-04-05,DailySales_20240504_1004.csv
TC11419,6x9 Product B Perth,PA1409,4,6.0,CHweb,Darlene,Levingston,Darlene.Levingston@example.com,Perth,2024-04-05,DailySales_20240504_1004.csv
TC11420,4x6 Product A Daegu,PA28,2,3.8,CHweb,Malik,Walters,Malik.Walters@example.com,Daegu,2024-04-05,DailySales_20240504_1004.csv
TC11421,6x9 Product E Daegu,PA1612,3,12.3,CHmobile app,Jose,Smith,Jose.Smith@example.com,Daegu,2024-04-05,DailySales_20240504_1004.csv
TC11422,6x11 Product C Jakarta,PA1824,1,1.7,CHweb,Esperanza,Thomas,Esperanza.Thomas@example.com,Jakarta,2024-04-05,DailySales_20240504_1004.csv
TC11423,4x6 Product E Ulaanbaatar,PA330,5,9.0,CHweb,Kristin,Goodwin,Kristin.Goodwin@example.com,Ulaanbaatar,2024-04-05,DailySales_20240504_1004.csv
TC11424,5x7 Product E Kobe,PA930,6,22.8,CHmobile app,Janice,Ouzts,Janice.Ouzts@example.com,Kobe,2024-04-05,DailySales_20240504_1004.csv
TC11425,6x11 Product C Hiroshima,PA1791,1,3.5,CHmobile app,Thelma,Stefanatos,Thelma.Stefanatos@example.com,Hiroshima,2024-04-05,DailySales_20240504_1004.csv
TC11426,4.25x6 Product D Busan,PA554,2,5.2,CHin-store,Kanisha,Hunt,Kanisha.Hunt@example.com,Busan,2024-04-05,DailySales_20240504_1004.csv
TC11427,5x7 Product C Brisbane,PA810,2,3.6,CHin-store,David,Caputo,David.Caputo@example.com,Brisbane,2024-04-05,DailySales_20240504_1004.csv
TC11428,4x6 Product D Brisbane,PA216,4,10.0,CHin-store,Peter,King,Peter.King@example.com,Brisbane,2024-04-05,DailySales_20240504_1004.csv
TC11429,6x11 Product E Kuala Lumpur,PA1957,2,8.8,CHweb,Lawrence,Cook,Lawrence.Cook@example.com,Kuala Lumpur,2024-04-05,DailySales_20240504_1004.csv
TC11430,6x11 Product E Kaohsiung,PA1954,2,7.2,CHin-store,Stacia,Rohde,Stacia.Rohde@example.com,Kaohsiung,2024-04-05,DailySales_20240504_1004.csv
TC11431,6x11 Product A Jakarta,PA1692,1,2.0,CHweb,Chad,Weatherall,Chad.Weatherall@example.com,Jakarta,2024-04-05,DailySales_20240504_1004.csv
TC11432,6x9 Product A Mumbai,PA1368,6,10.2,CHweb,Van,Shelton,Van.Shelton@example.com,Mumbai,2024-04-05,DailySales_20240504_1004.csv
TC11433,5.5x8.5 Product A Tianjin,PA1027,5,20.5,CHweb,Cecil,Davis,Cecil.Davis@example.com,Tianjin,2024-04-05,DailySales_20240504_1004.csv
TC11434,4.25x6 Product B Seoul,PA421,2,5.6,CHin-store,Kathryn,Brown,Kathryn.Brown@example.com,Seoul,2024-04-05,DailySales_20240504_1004.csv
TC11435,4.25x6 Product D Lahore,PA586,2,8.8,CHweb,Edward,Flaherty,Edward.Flaherty@example.com,Lahore,2024-04-05,DailySales_20240504_1004.csv
TC11436,6x9 Product E Tokyo,PA1585,4,16.4,CHmobile app,Monica,Edelson,Monica.Edelson@example.com,Tokyo,2024-04-05,DailySales_20240504_1004.csv
TC11437,6x9 Product C Kathmandu,PA1514,2,8.2,CHweb,Jeffrey,Raman,Jeffrey.Raman@example.com,Kathmandu,2024-04-05,DailySales_20240504_1004.csv
TC11438,6x9 Product D Brisbane,PA1536,3,12.3,CHmobile app,Gladys,Wright,Gladys.Wright@example.com,Brisbane,2024-04-05,DailySales_20240504_1004.csv
TC11439,4.25x6 Product D Islamabad,PA587,6,25.8,CHweb,Megan,Ruth,Megan.Ruth@example.com,Islamabad,2024-04-05,DailySales_20240504_1004.csv
TC11440,4x6 Product E Kobe,PA270,1,1.6,CHweb,Bradley,Frazier,Bradley.Frazier@example.com,Kobe,2024-04-05,DailySales_20240504_1004.csv
TC11441,4.25x6 Product C Surat,PA518,6,15.6,CHweb,Jeffrey,Rivera,Jeffrey.Rivera@example.com,Surat,2024-04-05,DailySales_20240504_1004.csv
TC11442,4.25x6 Product E Osaka,PA596,3,5.1,CHweb,August,Miller,August.Miller@example.com,Osaka,2024-04-05,DailySales_20240504_1004.csv
TC11443,6x11 Product A Tianjin,PA1687,5,15.5,CHweb,Michelle,Ferguson,Michelle.Ferguson@example.com,Tianjin,2024-04-05,DailySales_20240504_1004.csv
TC11444,4.25x6 Product E Canberra,PA613,6,10.8,CHin-store,Dora,Escalera,Dora.Escalera@example.com,Canberra,2024-04-05,DailySales_20240504_1004.csv
TC11445,6x9 Product B Chiba,PA1397,1,4.0,CHweb,Faith,Connor,Faith.Connor@example.com,Chiba,2024-04-05,DailySales_20240504_1004.csv
TC11446,4.25x6 Product B Ho Chi Minh City,PA442,5,15.5,CHweb,Ryan,Coleman,Ryan.Coleman@example.com,Ho Chi Minh City,2024-04-05,DailySales_20240504_1004.csv
TC11447,4.25x6 Product B Ahmedabad,PA450,1,4.2,CHweb,Lynn,Anderson,Lynn.Anderson@example.com,Ahmedabad,2024-04-05,DailySales_20240504_1004.csv
TC11448,6x11 Product B Kyoto,PA1723,2,4.0,CHin-store,Mildred,Villegas,Mildred.Villegas@example.com,Kyoto,2024-04-05,DailySales_20240504_1004.csv
TC11449,5x7 Product C Chongqing,PA828,1,3.1,CHin-store,Rosalie,Bambacigno,Rosalie.Bambacigno@example.com,Chongqing,2024-04-05,DailySales_20240504_1004.csv
TC11450,6x11 Product E Karachi,PA1971,6,26.4,CHmobile app,Margaret,Davis,Margaret.Davis@example.com,Karachi,2024-04-05,DailySales_20240504_1004.csv
TC11451,5x7 Product E Nagoya,PA927,4,12.4,CHweb,Tyree,Poehlman,Tyree.Poehlman@example.com,Nagoya,2024-04-05,DailySales_20240504_1004.csv
TC11452,4x6 Product C Shanghai,PA163,3,6.9,CHmobile app,Micah,Desposito,Micah.Desposito@example.com,Shanghai,2024-04-05,DailySales_20240504_1004.csv
TC11453,5x7 Product E Karachi,PA981,6,17.4,CHmobile app,Andrea,Barrett,Andrea.Barrett@example.com,Karachi,2024-04-05,DailySales_20240504_1004.csv
TC11454,5x7 Product E Hyderabad,PA975,3,8.399999999999999,CHweb,Barbara,Harrison,Barbara.Harrison@example.com,Hyderabad,2024-04-05,DailySales_20240504_1004.csv
