Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Imported_File
TC1319,5x7 Product D Melbourne,PA880,2,8.4,CHmobile app,David,Lindquist,David.Lindquist@example.com,Melbourne,2024-03-05,DailySales_20240503_1003.csv
TC1320,4x6 Product C Colombo,PA195,5,18.0,CHmobile app,David,Rummler,David.Rummler@example.com,Colombo,2024-03-05,DailySales_20240503_1003.csv
TC1321,5x7 Product A Mumbai,PA708,2,4.2,CHweb,Bruce,Dense,Bruce.Dense@example.com,Mumbai,2024-03-05,DailySales_20240503_1003.csv
TC1322,6x11 Product C Perth,PA1805,6,19.8,CHin-store,Carol,Falck,Carol.Falck@example.com,Perth,2024-03-05,DailySales_20240503_1003.csv
TC1323,5x7 Product A Kawasaki,PA673,1,2.8,CHmobile app,Damon,Evans,Damon.Evans@example.com,Kawasaki,2024-03-05,DailySales_20240503_1003.csv
TC1324,5.5x8.5 Product E Karachi,PA1311,3,9.3,CHmobile app,John,Tingley,John.Tingley@example.com,Karachi,2024-03-05,DailySales_20240503_1003.csv
TC1325,6x11 Product A Chennai,PA1703,5,12.0,CHweb,April,Brewer,April.Brewer@example.com,Chennai,2024-03-05,DailySales_20240503_1003.csv
TC1326,6x11 Product B Ahmedabad,PA1770,5,19.0,CHmobile app,Clark,Barrett,Clark.Barrett@example.com,Ahmedabad,2024-03-05,DailySales_20240503_1003.csv
TC1327,5.5x8.5 Product E Taipei,PA1293,6,19.200000000000003,CHin-store,Lorraine,Carpino,Lorraine.Carpino@example.com,Taipei,2024-03-05,DailySales_20240503_1003.csv
TC1328,6x9 Product D Saitama,PA1528,2,3.8,CHmobile app,Lien,Spring,Lien.Spring@example.com,Saitama,2024-03-05,DailySales_20240503_1003.csv
TC1329,4.25x6 Product C Sydney,PA486,3,12.3,CHmobile app,Robert,Messano,Robert.Messano@example.com,Sydney,2024-03-05,DailySales_20240503_1003.csv
TC1330,4x6 Product D Kawasaki,PA211,3,5.699999999999999,CHin-store,Lynda,Young,Lynda.Young@example.com,Kawasaki,2024-03-05,DailySales_20240503_1003.csv
TC1331,5.5x8.5 Product A Ho Chi Minh City,PA1036,3,9.9,CHin-store,Abby,Sanchez,Abby.Sanchez@example.com,Ho Chi Minh City,2024-03-05,DailySales_20240503_1003.csv
TC1332,5x7 Product A Phnom Penh,PA724,3,8.399999999999999,CHmobile app,Naomi,Emrich,Naomi.Emrich@example.com,Phnom Penh,2024-03-05,DailySales_20240503_1003.csv
TC1333,4.25x6 Product B Phnom Penh,PA460,1,2.8,CHin-store,Joe,Grindle,Joe.Grindle@example.com,Phnom Penh,2024-03-05,DailySales_20240503_1003.csv
TC1334,4.25x6 Product D Dhaka,PA588,3,9.3,CHmobile app,Helen,Wilson,Helen.Wilson@example.com,Dhaka,2024-03-05,DailySales_20240503_1003.csv
TC1335,6x11 Product C Delhi,PA1831,6,18.6,CHweb,Dwight,Peay,Dwight.Peay@example.com,Delhi,2024-03-05,DailySales_20240503_1003.csv
TC1336,5.5x8.5 Product D Kobe,PA1194,4,12.4,CHmobile app,Crystal,Keffer,Crystal.Keffer@example.com,Kobe,2024-03-05,DailySales_20240503_1003.csv
TC1337,4x6 Product B Lahore,PA124,2,5.0,CHin-store,Christy,Swoager,Christy.Swoager@example.com,Lahore,2024-03-05,DailySales_20240503_1003.csv
TC1338,6x9 Product B Kathmandu,PA1448,5,15.5,CHmobile app,Armando,Coleman,Armando.Coleman@example.com,Kathmandu,2024-03-05,DailySales_20240503_1003.csv
TC1339,6x11 Product D Hiroshima,PA1857,3,11.7,CHweb,Raul,Briggs,Raul.Briggs@example.com,Hiroshima,2024-03-05,DailySales_20240503_1003.csv
TC1340,4.25x6 Product D Hyderabad,PA579,3,9.6,CHin-store,Dawn,Williams,Dawn.Williams@example.com,Hyderabad,2024-03-05,DailySales_20240503_1003.csv
TC1341,5x7 Product E Brisbane,PA942,3,8.7,CHmobile app,Eric,Keith,Eric.Keith@example.com,Brisbane,2024-03-05,DailySales_20240503_1003.csv
