Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Imported_File
TC13321,4.25x6 Product A Incheon,PA357,1,3.8,CHmobile app,Jessica,Taylor,Jessica.Taylor@example.com,Incheon,2024-04-11,DailySales_20241104_1004.csv
TC13322,6x11 Product C Hong Kong,PA1820,3,12.3,CHmobile app,Amber,Marnell,Amber.Marnell@example.com,Hong Kong,2024-04-11,DailySales_20241104_1004.csv
TC13323,6x9 Product A Bangalore,PA1370,4,12.4,CHmobile app,Joseph,Reid,Joseph.Reid@example.com,Bangalore,2024-04-11,DailySales_20241104_1004.csv
TC13324,4x6 Product A Hobart,PA21,6,12.0,CHweb,Robert,Sires,Robert.Sires@example.com,Hobart,2024-04-11,DailySales_20241104_1004.csv
TC13325,6x11 Product E Wuhan,PA1949,6,24.0,CHweb,Norman,Wilson,Norman.Wilson@example.com,Wuhan,2024-04-11,DailySales_20241104_1004.csv
TC13326,4.25x6 Product B Ho Chi Minh City,PA442,3,9.3,CHmobile app,Chere,Williams,Chere.Williams@example.com,Ho Chi Minh City,2024-04-11,DailySales_20241104_1004.csv
TC13327,4.25x6 Product B Sagamihara,PA410,5,9.0,CHweb,Lisa,Alleman,Lisa.Alleman@example.com,Sagamihara,2024-04-11,DailySales_20241104_1004.csv
TC13328,6x9 Product E Guangzhou,PA1617,2,3.6,CHweb,Shelia,Stafford,Shelia.Stafford@example.com,Guangzhou,2024-04-11,DailySales_20241104_1004.csv
TC13329,5.5x8.5 Product A Shenzhen,PA1022,6,21.0,CHweb,Peter,Lane,Peter.Lane@example.com,Shenzhen,2024-04-11,DailySales_20241104_1004.csv
TC13330,6x9 Product E Sydney,PA1608,2,7.0,CHmobile app,Robert,Jones,Robert.Jones@example.com,Sydney,2024-04-11,DailySales_20241104_1004.csv
TC13331,6x11 Product D Hong Kong,PA1886,4,12.4,CHin-store,William,Khan,William.Khan@example.com,Hong Kong,2024-04-11,DailySales_20241104_1004.csv
TC13332,5.5x8.5 Product A Kawasaki,PA1003,2,3.0,CHmobile app,Jodie,Branch,Jodie.Branch@example.com,Kawasaki,2024-04-11,DailySales_20241104_1004.csv
TC13333,6x11 Product E Ho Chi Minh City,PA1960,4,16.4,CHmobile app,Robert,Whitley,Robert.Whitley@example.com,Ho Chi Minh City,2024-04-11,DailySales_20241104_1004.csv
TC13334,6x9 Product B Okayama,PA1401,5,8.0,CHweb,Richard,Lewis,Richard.Lewis@example.com,Okayama,2024-04-11,DailySales_20241104_1004.csv
TC13335,5x7 Product A Osaka,PA662,6,12.0,CHmobile app,Thomas,Moss,Thomas.Moss@example.com,Osaka,2024-04-11,DailySales_20241104_1004.csv
TC13336,4.25x6 Product E Melbourne,PA616,2,7.0,CHmobile app,Joyce,Sherman,Joyce.Sherman@example.com,Melbourne,2024-04-11,DailySales_20241104_1004.csv
TC13337,4.25x6 Product C Tokyo,PA463,2,4.4,CHmobile app,Jim,Brownfield,Jim.Brownfield@example.com,Tokyo,2024-04-11,DailySales_20241104_1004.csv
TC13338,5x7 Product E Lahore,PA982,3,7.5,CHweb,Dale,Briggs,Dale.Briggs@example.com,Lahore,2024-04-11,DailySales_20241104_1004.csv
TC13339,5.5x8.5 Product C Chongqing,PA1158,2,5.2,CHmobile app,Lisa,Murray,Lisa.Murray@example.com,Chongqing,2024-04-11,DailySales_20241104_1004.csv
TC13340,6x11 Product B Jakarta,PA1758,4,6.4,CHmobile app,Steven,Shaw,Steven.Shaw@example.com,Jakarta,2024-04-11,DailySales_20241104_1004.csv
TC13341,6x11 Product C Canberra,PA1801,5,16.0,CHmobile app,Michael,Ammerman,Michael.Ammerman@example.com,Canberra,2024-04-11,DailySales_20241104_1004.csv
TC13342,5.5x8.5 Product D Kaohsiung,PA1228,2,4.4,CHweb,Janice,Carpino,Janice.Carpino@example.com,Kaohsiung,2024-04-11,DailySales_20241104_1004.csv
TC13343,6x11 Product E Okayama,PA1929,2,8.8,CHmobile app,Jone,Goldstein,Jone.Goldstein@example.com,Okayama,2024-04-11,DailySales_20241104_1004.csv
TC13344,6x11 Product A Dhaka,PA1710,1,3.2,CHweb,Ted,Rogers,Ted.Rogers@example.com,Dhaka,2024-04-11,DailySales_20241104_1004.csv
TC13345,4.25x6 Product B Manila,PA440,2,5.8,CHmobile app,Rosie,Goodwin,Rosie.Goodwin@example.com,Manila,2024-04-11,DailySales_20241104_1004.csv
TC13346,6x11 Product C Perth,PA1805,6,19.8,CHmobile app,David,Holmes,David.Holmes@example.com,Perth,2024-04-11,DailySales_20241104_1004.csv
TC13347,5x7 Product D Manila,PA902,3,7.5,CHweb,William,Mcdonald,William.Mcdonald@example.com,Manila,2024-04-11,DailySales_20241104_1004.csv
TC13348,6x11 Product D Singapore,PA1895,6,24.0,CHmobile app,Louise,Pearson,Louise.Pearson@example.com,Singapore,2024-04-11,DailySales_20241104_1004.csv
TC13349,5.5x8.5 Product C Saitama,PA1132,1,2.9,CHin-store,David,Woodson,David.Woodson@example.com,Saitama,2024-04-11,DailySales_20241104_1004.csv
TC13350,4x6 Product B Vientiane,PA131,5,16.5,CHweb,Roger,Courtney,Roger.Courtney@example.com,Vientiane,2024-04-11,DailySales_20241104_1004.csv
TC13351,6x11 Product E Phnom Penh,PA1978,1,3.2,CHmobile app,Cecil,Vizcaino,Cecil.Vizcaino@example.com,Phnom Penh,2024-04-11,DailySales_20241104_1004.csv
TC13352,6x9 Product A Delhi,PA1369,2,3.4,CHmobile app,Michael,Purcell,Michael.Purcell@example.com,Delhi,2024-04-11,DailySales_20241104_1004.csv
TC13353,4.25x6 Product E Ulaanbaatar,PA660,4,15.2,CHweb,William,Metzger,William.Metzger@example.com,Ulaanbaatar,2024-04-11,DailySales_20241104_1004.csv
TC13354,6x9 Product D Kitakyushu,PA1530,1,4.2,CHweb,Luke,Parish,Luke.Parish@example.com,Kitakyushu,2024-04-11,DailySales_20241104_1004.csv
