Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Imported_File
TC7254,5x7 Product D Kitakyushu,PA870,1,2.9,CHweb,Mikel,Hall,Mikel.Hall@example.com,Kitakyushu,2024-03-23,DailySales_20242303_1003.csv
TC7255,4x6 Product B Chiba,PA77,1,2.1,CHweb,Louis,Mendoza,Louis.Mendoza@example.com,Chiba,2024-03-23,DailySales_20242303_1003.csv
TC7256,4x6 Product E Ulaanbaatar,PA330,3,5.4,CHin-store,Rosetta,Jaworowski,Rosetta.Jaworowski@example.com,Ulaanbaatar,2024-03-23,DailySales_20242303_1003.csv
TC7257,4x6 Product B Nagoya,PA69,5,17.0,CHmobile app,Billy,Hunt,Billy.Hunt@example.com,Nagoya,2024-03-23,DailySales_20242303_1003.csv
TC7258,5x7 Product D Colombo,PA921,5,17.0,CHweb,Matthew,Claunch,Matthew.Claunch@example.com,Colombo,2024-03-23,DailySales_20242303_1003.csv
TC7259,4.25x6 Product C Kobe,PA468,4,9.2,CHweb,Barbara,Baker,Barbara.Baker@example.com,Kobe,2024-03-23,DailySales_20242303_1003.csv
TC7260,5.5x8.5 Product E Bangkok,PA1295,3,5.1,CHmobile app,Tammy,Blackburn,Tammy.Blackburn@example.com,Bangkok,2024-03-23,DailySales_20242303_1003.csv
TC7261,5x7 Product C Kaohsiung,PA832,1,2.6,CHmobile app,Elizabeth,Stuckey,Elizabeth.Stuckey@example.com,Kaohsiung,2024-03-23,DailySales_20242303_1003.csv
TC7262,5.5x8.5 Product A Delhi,PA1039,5,15.0,CHweb,Ashley,Mossman,Ashley.Mossman@example.com,Delhi,2024-03-23,DailySales_20242303_1003.csv
TC7263,6x11 Product B Sydney,PA1740,3,8.100000000000001,CHmobile app,Esther,Baker,Esther.Baker@example.com,Sydney,2024-03-23,DailySales_20242303_1003.csv
TC7264,4.25x6 Product A Kawasaki,PA343,2,5.4,CHweb,Victoria,Tefft,Victoria.Tefft@example.com,Kawasaki,2024-03-23,DailySales_20242303_1003.csv
TC7265,6x11 Product B Shanghai,PA1747,5,17.0,CHmobile app,Tracy,Mccollum,Tracy.Mccollum@example.com,Shanghai,2024-03-23,DailySales_20242303_1003.csv
TC7266,4x6 Product D Beijing,PA228,6,11.4,CHmobile app,David,Koziel,David.Koziel@example.com,Beijing,2024-03-23,DailySales_20242303_1003.csv
TC7267,4.25x6 Product E Brisbane,PA612,4,14.8,CHweb,James,Vannostrand,James.Vannostrand@example.com,Brisbane,2024-03-23,DailySales_20242303_1003.csv
TC7268,5.5x8.5 Product A Ahmedabad,PA1044,2,5.2,CHmobile app,Alena,Goldstein,Alena.Goldstein@example.com,Ahmedabad,2024-03-23,DailySales_20242303_1003.csv
TC7269,6x9 Product D Seoul,PA1543,5,18.0,CHmobile app,Gary,Haman,Gary.Haman@example.com,Seoul,2024-03-23,DailySales_20242303_1003.csv
TC7270,6x11 Product A Chongqing,PA1686,5,9.5,CHmobile app,Richard,Bailey,Richard.Bailey@example.com,Chongqing,2024-03-23,DailySales_20242303_1003.csv
TC7271,4.25x6 Product E Kaohsiung,PA634,6,20.4,CHweb,Chong,Alexander,Chong.Alexander@example.com,Kaohsiung,2024-03-23,DailySales_20242303_1003.csv
TC7272,6x11 Product B Okayama,PA1731,6,25.8,CHmobile app,Oma,Souders,Oma.Souders@example.com,Okayama,2024-03-23,DailySales_20242303_1003.csv
TC7273,4x6 Product A Islamabad,PA59,2,3.2,CHweb,Amanda,Wong,Amanda.Wong@example.com,Islamabad,2024-03-23,DailySales_20242303_1003.csv
TC7274,6x9 Product B Kitakyushu,PA1398,4,11.6,CHmobile app,Joe,Malone,Joe.Malone@example.com,Kitakyushu,2024-03-23,DailySales_20242303_1003.csv
TC7275,5x7 Product C Naha,PA808,6,13.2,CHin-store,Bonnie,Greiner,Bonnie.Greiner@example.com,Naha,2024-03-23,DailySales_20242303_1003.csv
TC7276,6x11 Product C Hobart,PA1803,5,16.5,CHweb,Roland,Clarkson,Roland.Clarkson@example.com,Hobart,2024-03-23,DailySales_20242303_1003.csv
TC7277,6x9 Product A Chennai,PA1373,4,14.8,CHmobile app,Andrew,Burcham,Andrew.Burcham@example.com,Chennai,2024-03-23,DailySales_20242303_1003.csv
TC7278,4x6 Product C Jakarta,PA174,4,14.8,CHweb,Amanda,Taylor,Amanda.Taylor@example.com,Jakarta,2024-03-23,DailySales_20242303_1003.csv
