Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Imported_File
TC8114,5x7 Product A Brisbane,PA678,3,4.800000000000001,CHin-store,Ernest,Brown,Ernest.Brown@example.com,Brisbane,2024-03-26,DailySales_20242603_1004.csv
TC8115,6x9 Product B Chiba,PA1397,3,12.0,CHmobile app,Ralph,Noble,Ralph.Noble@example.com,Chiba,2024-03-26,DailySales_20242603_1004.csv
TC8116,6x11 Product E Hanoi,PA1959,5,16.0,CHweb,Dawn,Goetzinger,Dawn.Goetzinger@example.com,Hanoi,2024-03-26,DailySales_20242603_1004.csv
TC8117,5x7 Product D Kathmandu,PA920,5,19.0,CHmobile app,Derrick,Montano,Derrick.Montano@example.com,Kathmandu,2024-03-26,DailySales_20242603_1004.csv
TC8118,4x6 Product D Chiba,PA209,2,4.2,CHmobile app,Annie,Underwood,Annie.Underwood@example.com,Chiba,2024-03-26,DailySales_20242603_1004.csv
TC8119,4.25x6 Product D Islamabad,PA587,6,25.8,CHin-store,Elaine,Burgos,Elaine.Burgos@example.com,Islamabad,2024-03-26,DailySales_20242603_1004.csv
TC8120,6x9 Product B Dalian,PA1415,1,2.2,CHmobile app,Brenda,Mann,Brenda.Mann@example.com,Dalian,2024-03-26,DailySales_20242603_1004.csv
TC8121,6x9 Product B Canberra,PA1405,1,4.2,CHweb,James,Souders,James.Souders@example.com,Canberra,2024-03-26,DailySales_20242603_1004.csv
TC8122,4x6 Product C Colombo,PA195,2,7.2,CHweb,Megan,Hunt,Megan.Hunt@example.com,Colombo,2024-03-26,DailySales_20242603_1004.csv
TC8123,4x6 Product D Okayama,PA213,1,3.0,CHmobile app,Dennis,Castellano,Dennis.Castellano@example.com,Okayama,2024-03-26,DailySales_20242603_1004.csv
TC8124,5.5x8.5 Product D Delhi,PA1237,5,13.0,CHweb,Esperanza,Andrews,Esperanza.Andrews@example.com,Delhi,2024-03-26,DailySales_20242603_1004.csv
TC8125,6x11 Product E Darwin,PA1934,3,7.199999999999999,CHweb,Grace,Collier,Grace.Collier@example.com,Darwin,2024-03-26,DailySales_20242603_1004.csv
TC8126,5x7 Product C Colombo,PA855,6,26.4,CHmobile app,Thomas,Mistretta,Thomas.Mistretta@example.com,Colombo,2024-03-26,DailySales_20242603_1004.csv
TC8127,5.5x8.5 Product B Karachi,PA1113,2,3.2,CHmobile app,Billy,Harrington,Billy.Harrington@example.com,Karachi,2024-03-26,DailySales_20242603_1004.csv
TC8128,4x6 Product D Dhaka,PA258,4,16.4,CHweb,Phillip,Burch,Phillip.Burch@example.com,Dhaka,2024-03-26,DailySales_20242603_1004.csv
TC8129,5.5x8.5 Product A Ho Chi Minh City,PA1036,3,9.9,CHweb,John,Mclavrin,John.Mclavrin@example.com,Ho Chi Minh City,2024-03-26,DailySales_20242603_1004.csv
TC8130,5x7 Product D Daegu,PA886,3,9.0,CHmobile app,Justin,Mirza,Justin.Mirza@example.com,Daegu,2024-03-26,DailySales_20242603_1004.csv
TC8131,5.5x8.5 Product B Vientiane,PA1121,2,3.2,CHweb,Wilson,Abuaita,Wilson.Abuaita@example.com,Vientiane,2024-03-26,DailySales_20242603_1004.csv
TC8132,6x9 Product D Delhi,PA1567,6,11.4,CHmobile app,Derrick,Pruett,Derrick.Pruett@example.com,Delhi,2024-03-26,DailySales_20242603_1004.csv
TC8133,6x11 Product B Ulaanbaatar,PA1782,4,6.0,CHweb,Jeffrey,Sandoval,Jeffrey.Sandoval@example.com,Ulaanbaatar,2024-03-26,DailySales_20242603_1004.csv
TC8134,4x6 Product C Kathmandu,PA194,3,6.300000000000001,CHin-store,Ralph,Stewart,Ralph.Stewart@example.com,Kathmandu,2024-03-26,DailySales_20242603_1004.csv
TC8135,6x11 Product A Dhaka,PA1710,1,3.2,CHweb,Chrystal,Shipley,Chrystal.Shipley@example.com,Dhaka,2024-03-26,DailySales_20242603_1004.csv
TC8136,6x9 Product A Chengdu,PA1354,2,8.2,CHmobile app,Robert,Holmes,Robert.Holmes@example.com,Chengdu,2024-03-26,DailySales_20242603_1004.csv
TC8137,4x6 Product B Perth,PA89,6,19.200000000000003,CHmobile app,Nathan,Borrell,Nathan.Borrell@example.com,Perth,2024-03-26,DailySales_20242603_1004.csv
TC8138,4x6 Product E Perth,PA287,2,8.6,CHmobile app,Mildred,Gayhart,Mildred.Gayhart@example.com,Perth,2024-03-26,DailySales_20242603_1004.csv
TC8139,6x9 Product C Kolkata,PA1504,3,12.3,CHweb,Everette,Watts,Everette.Watts@example.com,Kolkata,2024-03-26,DailySales_20242603_1004.csv
TC8140,5.5x8.5 Product C Fukuoka,PA1127,1,2.0,CHmobile app,Nicholas,Cron,Nicholas.Cron@example.com,Fukuoka,2024-03-26,DailySales_20242603_1004.csv
TC8141,4x6 Product D Osaka,PA200,5,21.0,CHin-store,Eric,Andrews,Eric.Andrews@example.com,Osaka,2024-03-26,DailySales_20242603_1004.csv
TC8142,4x6 Product D Chengdu,PA232,2,5.2,CHmobile app,Nancy,Wagoner,Nancy.Wagoner@example.com,Chengdu,2024-03-26,DailySales_20242603_1004.csv
TC8143,4.25x6 Product C Yangon,PA523,6,15.6,CHin-store,Richard,Fitzgerald,Richard.Fitzgerald@example.com,Yangon,2024-03-26,DailySales_20242603_1004.csv
TC8144,6x11 Product E Singapore,PA1961,3,12.0,CHmobile app,Travis,Briggs,Travis.Briggs@example.com,Singapore,2024-03-26,DailySales_20242603_1004.csv
TC8145,5x7 Product B Tokyo,PA727,5,13.0,CHweb,Phillip,Hammon,Phillip.Hammon@example.com,Tokyo,2024-03-26,DailySales_20242603_1004.csv
TC8146,4.25x6 Product E Hanoi,PA639,3,5.4,CHmobile app,George,Turner,George.Turner@example.com,Hanoi,2024-03-26,DailySales_20242603_1004.csv
TC8147,5.5x8.5 Product E Kaohsiung,PA1294,5,17.5,CHmobile app,Craig,Lopez,Craig.Lopez@example.com,Kaohsiung,2024-03-26,DailySales_20242603_1004.csv
TC8148,6x9 Product C Sendai,PA1460,5,10.5,CHweb,George,Finnie,George.Finnie@example.com,Sendai,2024-03-26,DailySales_20242603_1004.csv
TC8149,6x11 Product D Colombo,PA1911,2,8.0,CHmobile app,Christopher,Warren,Christopher.Warren@example.com,Colombo,2024-03-26,DailySales_20242603_1004.csv
TC8150,5x7 Product D Delhi,PA907,6,21.0,CHmobile app,Stephen,Pearson,Stephen.Pearson@example.com,Delhi,2024-03-26,DailySales_20242603_1004.csv
