Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Imported_File
TC23798,4.25x6 Product C Kobe,PA468,3,6.9,CHmobile app,Charles,Helmus,Charles.Helmus@example.com,Kobe,2024-05-13,DailySales_20241305_1004.csv
TC23799,4x6 Product C Saitama,PA142,1,2.3,CHmobile app,Patricia,Roach,Patricia.Roach@example.com,Saitama,2024-05-13,DailySales_20241305_1004.csv
TC23800,4x6 Product E Kolkata,PA316,1,3.2,CHin-store,Cathy,Graham,Cathy.Graham@example.com,Kolkata,2024-05-13,DailySales_20241305_1004.csv
TC23801,5.5x8.5 Product D Vientiane,PA1253,4,12.0,CHweb,Nora,Richmond,Nora.Richmond@example.com,Vientiane,2024-05-13,DailySales_20241305_1004.csv
TC23802,4.25x6 Product E Kolkata,PA646,1,3.0,CHmobile app,Delsie,Johnson,Delsie.Johnson@example.com,Kolkata,2024-05-13,DailySales_20241305_1004.csv
TC23803,5.5x8.5 Product E Kyoto,PA1261,3,8.7,CHmobile app,Leticia,Copper,Leticia.Copper@example.com,Kyoto,2024-05-13,DailySales_20241305_1004.csv
TC23804,5x7 Product D Canberra,PA877,1,2.7,CHmobile app,Justin,Romney,Justin.Romney@example.com,Canberra,2024-05-13,DailySales_20241305_1004.csv
TC23805,5x7 Product B Shenzhen,PA758,3,13.2,CHin-store,Albert,Mclain,Albert.Mclain@example.com,Shenzhen,2024-05-13,DailySales_20241305_1004.csv
TC23806,5x7 Product E Perth,PA947,4,17.6,CHmobile app,William,Mcmillian,William.Mcmillian@example.com,Perth,2024-05-13,DailySales_20241305_1004.csv
TC23807,4x6 Product C Hobart,PA153,1,3.0,CHweb,Robin,Lewis,Robin.Lewis@example.com,Hobart,2024-05-13,DailySales_20241305_1004.csv
TC23808,5.5x8.5 Product B Fukuoka,PA1061,5,19.5,CHweb,Dorothy,Thompson,Dorothy.Thompson@example.com,Fukuoka,2024-05-13,DailySales_20241305_1004.csv
TC23809,4x6 Product C Shenzhen,PA164,5,13.0,CHweb,James,Sires,James.Sires@example.com,Shenzhen,2024-05-13,DailySales_20241305_1004.csv
TC23810,6x9 Product B Kawasaki,PA1399,4,6.8,CHin-store,Becky,Whitley,Becky.Whitley@example.com,Kawasaki,2024-05-13,DailySales_20241305_1004.csv
TC23811,5.5x8.5 Product B Singapore,PA1103,5,16.0,CHin-store,Virginia,Spaeth,Virginia.Spaeth@example.com,Singapore,2024-05-13,DailySales_20241305_1004.csv
TC23812,4.25x6 Product E Hiroshima,PA603,4,6.8,CHweb,Robert,Leavitt,Robert.Leavitt@example.com,Hiroshima,2024-05-13,DailySales_20241305_1004.csv
TC23813,5x7 Product C Jakarta,PA834,6,20.4,CHmobile app,Gloria,Mccombs,Gloria.Mccombs@example.com,Jakarta,2024-05-13,DailySales_20241305_1004.csv
TC23814,4x6 Product B Sydney,PA90,1,4.2,CHweb,Lauren,Sandoval,Lauren.Sandoval@example.com,Sydney,2024-05-13,DailySales_20241305_1004.csv
TC23815,4x6 Product B Melbourne,PA88,3,11.7,CHmobile app,Randy,Kwan,Randy.Kwan@example.com,Melbourne,2024-05-13,DailySales_20241305_1004.csv
TC23816,6x9 Product C Tianjin,PA1489,2,3.0,CHmobile app,Jeffery,Iser,Jeffery.Iser@example.com,Tianjin,2024-05-13,DailySales_20241305_1004.csv
TC23817,4x6 Product D Busan,PA224,3,12.6,CHmobile app,Joseph,Reichmann,Joseph.Reichmann@example.com,Busan,2024-05-13,DailySales_20241305_1004.csv
TC23818,4x6 Product B Chiba,PA77,1,2.1,CHin-store,Rosetta,Manera,Rosetta.Manera@example.com,Chiba,2024-05-13,DailySales_20241305_1004.csv
TC23819,4.25x6 Product D Tokyo,PA529,2,7.8,CHweb,Edward,Bright,Edward.Bright@example.com,Tokyo,2024-05-13,DailySales_20241305_1004.csv
TC23820,5x7 Product E Hyderabad,PA975,3,8.399999999999999,CHweb,Wilson,Ware,Wilson.Ware@example.com,Hyderabad,2024-05-13,DailySales_20241305_1004.csv
TC23821,4.25x6 Product A Colombo,PA393,2,7.4,CHweb,Norbert,Taylor,Norbert.Taylor@example.com,Colombo,2024-05-13,DailySales_20241305_1004.csv
TC23822,6x9 Product A Yangon,PA1381,1,2.2,CHweb,Heather,Ferguson,Heather.Ferguson@example.com,Yangon,2024-05-13,DailySales_20241305_1004.csv
TC23823,5x7 Product A Yangon,PA721,3,6.0,CHmobile app,Tanya,Souders,Tanya.Souders@example.com,Yangon,2024-05-13,DailySales_20241305_1004.csv
TC23824,6x9 Product D Shenzhen,PA1550,5,12.0,CHweb,Shannon,Wallace,Shannon.Wallace@example.com,Shenzhen,2024-05-13,DailySales_20241305_1004.csv
TC23825,6x9 Product A Osaka,PA1322,2,7.8,CHweb,Floyd,Barnes,Floyd.Barnes@example.com,Osaka,2024-05-13,DailySales_20241305_1004.csv
TC23826,6x11 Product D Surat,PA1904,2,3.6,CHweb,Gary,Souders,Gary.Souders@example.com,Surat,2024-05-13,DailySales_20241305_1004.csv
TC23827,6x11 Product B Melbourne,PA1738,1,3.0,CHin-store,Judith,Molina,Judith.Molina@example.com,Melbourne,2024-05-13,DailySales_20241305_1004.csv
TC23828,5.5x8.5 Product C Ho Chi Minh City,PA1168,6,10.2,CHmobile app,Larry,Moss,Larry.Moss@example.com,Ho Chi Minh City,2024-05-13,DailySales_20241305_1004.csv
TC23829,4x6 Product D Tokyo,PA199,3,12.0,CHweb,Mindy,Busse,Mindy.Busse@example.com,Tokyo,2024-05-13,DailySales_20241305_1004.csv
TC23830,5x7 Product B Hyderabad,PA777,2,4.4,CHin-store,Cynthia,Ruiz,Cynthia.Ruiz@example.com,Hyderabad,2024-05-13,DailySales_20241305_1004.csv
TC23831,6x11 Product B Tianjin,PA1753,1,3.2,CHweb,Timothy,Cook,Timothy.Cook@example.com,Tianjin,2024-05-13,DailySales_20241305_1004.csv
TC23832,5.5x8.5 Product B Vientiane,PA1121,3,4.800000000000001,CHmobile app,Madeline,Norris,Madeline.Norris@example.com,Vientiane,2024-05-13,DailySales_20241305_1004.csv
TC23833,4x6 Product B Kawasaki,PA79,6,9.0,CHmobile app,Rosetta,Poehlman,Rosetta.Poehlman@example.com,Kawasaki,2024-05-13,DailySales_20241305_1004.csv
TC23834,5x7 Product D Yangon,PA919,1,1.9,CHin-store,Kevin,Wolfgang,Kevin.Wolfgang@example.com,Yangon,2024-05-13,DailySales_20241305_1004.csv
TC23835,5x7 Product D Delhi,PA907,1,3.5,CHmobile app,Michelle,Kelly,Michelle.Kelly@example.com,Delhi,2024-05-13,DailySales_20241305_1004.csv
TC23836,4x6 Product D Ulaanbaatar,PA264,1,3.5,CHweb,Charles,Sandoval,Charles.Sandoval@example.com,Ulaanbaatar,2024-05-13,DailySales_20241305_1004.csv
TC23837,4x6 Product C Canberra,PA151,5,18.5,CHmobile app,April,Levingston,April.Levingston@example.com,Canberra,2024-05-13,DailySales_20241305_1004.csv
TC23838,6x11 Product E Singapore,PA1961,2,8.0,CHmobile app,Cynthia,Phillips,Cynthia.Phillips@example.com,Singapore,2024-05-13,DailySales_20241305_1004.csv
TC23839,5x7 Product C Kuala Lumpur,PA835,2,7.4,CHweb,Marvin,Davy,Marvin.Davy@example.com,Kuala Lumpur,2024-05-13,DailySales_20241305_1004.csv
TC23840,4x6 Product A Bangalore,PA50,3,8.100000000000001,CHmobile app,Patricia,Sanchez,Patricia.Sanchez@example.com,Bangalore,2024-05-13,DailySales_20241305_1004.csv
TC23841,6x9 Product A Osaka,PA1322,2,7.8,CHmobile app,Jack,Mclain,Jack.Mclain@example.com,Osaka,2024-05-13,DailySales_20241305_1004.csv
TC23842,5x7 Product B Kuala Lumpur,PA769,5,14.5,CHmobile app,Priscila,Ayres,Priscila.Ayres@example.com,Kuala Lumpur,2024-05-13,DailySales_20241305_1004.csv
TC23843,6x11 Product B Kaohsiung,PA1756,3,7.199999999999999,CHmobile app,Crystal,Joyner,Crystal.Joyner@example.com,Kaohsiung,2024-05-13,DailySales_20241305_1004.csv
TC23844,4x6 Product B Dhaka,PA126,4,14.8,CHmobile app,Margaret,Harmon,Margaret.Harmon@example.com,Dhaka,2024-05-13,DailySales_20241305_1004.csv
TC23845,4.25x6 Product C Seoul,PA487,6,14.4,CHin-store,Brittany,Rummler,Brittany.Rummler@example.com,Seoul,2024-05-13,DailySales_20241305_1004.csv
