Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date,Imported_File
TC4846,4x6 Product E Kobe,PA270,1,1.6,CHweb,Shelia,Whitley,Shelia.Whitley@example.com,Kobe,2024-03-16,DailySales_20241603_1004.csv
TC4847,6x9 Product E Tianjin,PA1621,3,9.9,CHweb,Danny,Wade,Danny.Wade@example.com,Tianjin,2024-03-16,DailySales_20241603_1004.csv
TC4848,6x11 Product C Sendai,PA1790,2,6.6,CHweb,Franklin,Ivey,Franklin.Ivey@example.com,Sendai,2024-03-16,DailySales_20241603_1004.csv
TC4849,6x9 Product B Bangalore,PA1436,1,4.1,CHmobile app,Gloria,Widen,Gloria.Widen@example.com,Bangalore,2024-03-16,DailySales_20241603_1004.csv
TC4850,5x7 Product D Kuala Lumpur,PA901,6,21.6,CHmobile app,Micah,Copper,Micah.Copper@example.com,Kuala Lumpur,2024-03-16,DailySales_20241603_1004.csv
TC4851,6x9 Product A Kathmandu,PA1382,3,5.699999999999999,CHin-store,Richard,Padilla,Richard.Padilla@example.com,Kathmandu,2024-03-16,DailySales_20241603_1004.csv
TC4852,6x11 Product C Busan,PA1808,2,6.2,CHmobile app,Rosario,Gilchrist,Rosario.Gilchrist@example.com,Busan,2024-03-16,DailySales_20241603_1004.csv
TC4853,5.5x8.5 Product B Colombo,PA1119,4,9.6,CHweb,Rebecca,Guenther,Rebecca.Guenther@example.com,Colombo,2024-03-16,DailySales_20241603_1004.csv
TC4854,6x9 Product E Karachi,PA1641,6,21.0,CHmobile app,Joseph,Scroggins,Joseph.Scroggins@example.com,Karachi,2024-03-16,DailySales_20241603_1004.csv
TC4855,4x6 Product D Chiba,PA209,1,2.1,CHweb,Barbara,Echols,Barbara.Echols@example.com,Chiba,2024-03-16,DailySales_20241603_1004.csv
TC4856,4.25x6 Product D Fukuoka,PA533,2,5.0,CHin-store,Patricia,Hagen,Patricia.Hagen@example.com,Fukuoka,2024-03-16,DailySales_20241603_1004.csv
TC4857,4x6 Product A Darwin,PA20,1,2.2,CHin-store,Tracy,Johnson,Tracy.Johnson@example.com,Darwin,2024-03-16,DailySales_20241603_1004.csv
TC4858,4x6 Product C Dhaka,PA192,6,22.8,CHweb,Annette,White,Annette.White@example.com,Dhaka,2024-03-16,DailySales_20241603_1004.csv
TC4859,6x9 Product C Hong Kong,PA1490,6,11.4,CHmobile app,Stephen,Aguirre,Stephen.Aguirre@example.com,Hong Kong,2024-03-16,DailySales_20241603_1004.csv
TC4860,5.5x8.5 Product D Delhi,PA1237,6,15.6,CHweb,Amparo,Tefft,Amparo.Tefft@example.com,Delhi,2024-03-16,DailySales_20241603_1004.csv
TC4861,4x6 Product B Kuala Lumpur,PA109,2,7.2,CHmobile app,Ruby,Raman,Ruby.Raman@example.com,Kuala Lumpur,2024-03-16,DailySales_20241603_1004.csv
TC4862,6x11 Product E Adelaide,PA1931,2,8.0,CHmobile app,Ruth,Shelton,Ruth.Shelton@example.com,Adelaide,2024-03-16,DailySales_20241603_1004.csv
TC4863,4x6 Product B Kolkata,PA118,2,4.0,CHmobile app,Oma,Roldan,Oma.Roldan@example.com,Kolkata,2024-03-16,DailySales_20241603_1004.csv
